Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
CDC42EP3	4.00871548764138	3.25425584912271	1.23183783743434	0.300812348137033	472	194	2056	2056	0.229571984435798	0.0943579766536965	1.57033449567965e-32	4.52346589784663e-29	9.90897525661514e-59	3.52927566084295e-58
TSC22D1	53.6173028362019	39.5083295102977	1.35711389220409	0.440541800213756	1430	1027	2056	2056	0.695525291828794	0.499513618677043	1.06846236181398e-37	7.24793081728782e-24	1.07961657544295e-58	3.84414191916707e-58
MZF1	5.91127309883838	4.7361862375142	1.24810824625447	0.319743062054568	426	164	2056	2056	0.207198443579767	0.0797665369649805	4.66879354749673e-32	1.67240056888919e-29	1.08846791589848e-58	3.87452591570994e-58
CXorf40A	4.7355930161247	5.64367273400919	0.839097736406234	-0.25308923223615	530	232	2056	2056	0.257782101167315	0.11284046692607	1.91426011360758e-33	4.10800745255659e-28	1.096176991597e-58	3.90082732534125e-58
STIL	0.7739629070646	0.30898884672124	2.5048247381008	1.32470966197596	203	34	2056	2056	0.0987354085603113	0.0165369649805447	4.28307982722497e-32	2.09331313834048e-29	1.24861939299775e-58	4.44200725061496e-58
ATP5B	71.0419581316289	55.2390612942669	1.28608192223213	0.362982543936223	1708	1355	2056	2056	0.830739299610895	0.659046692607004	6.96159713558172e-37	1.3058919396764e-24	1.26593837714877e-58	4.50230521811655e-58
TPRA1	3.24765525655024	4.64200183419581	0.699623863270805	-0.515348596314896	464	188	2056	2056	0.22568093385214	0.0914396887159533	1.21824581378465e-32	7.4891109847945e-29	1.27042931685671e-58	4.51695840882416e-58
INPPL1	1.0544816113086	0.519296998350065	2.03059446647862	1.02190214528738	330	103	2056	2056	0.160505836575875	0.0500972762645914	7.86940826316346e-32	1.19670144095132e-29	1.31103521073265e-58	4.65997079134356e-58
DCTN3	12.8011564430187	14.3624188944392	0.891295299009486	-0.166024598230607	876	492	2056	2056	0.426070038910506	0.239299610894942	3.56027186483127e-37	2.72544141025438e-24	1.35055769988937e-58	4.79904998318334e-58
LMBR1L	3.06679978691947	1.84316256243511	1.66387916585488	0.734550665959917	391	141	2056	2056	0.190175097276265	0.068579766536965	5.60847095250096e-32	2.04419492481489e-29	1.59381934222709e-58	5.66180035219254e-58
HUWE1	7.81274801455667	6.94303101680947	1.12526474325717	0.170264467087085	782	432	2056	2056	0.380350194552529	0.21011673151751	3.77255375545585e-33	3.0722503183264e-28	1.61112915092914e-58	5.72162221208977e-58
POLD1	0.556377399509518	0.164083318687541	3.39082244288959	1.76163524102234	269	68	2056	2056	0.130836575875486	0.0330739299610895	9.75186276805699e-32	1.23678146842742e-29	1.67607899107763e-58	5.9505445031526e-58
SNRNP35	4.78638143752467	4.32479146457802	1.10673115148494	0.146304803396692	533	238	2056	2056	0.259241245136187	0.115758754863813	1.70812348616248e-32	7.40519145987764e-29	1.75719794504191e-58	6.23672149433434e-58
RNASE6	1.61813715522299	0.236762096276842	6.8344434378167	2.77282385689572	156	14	2056	2056	0.075875486381323	0.00680933852140078	1.28442870902145e-32	1.07891582065665e-28	1.92387674205915e-58	6.82631593213587e-58
