Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
EIF2S3	29.8369486664797	93.3186202809658	0.319731995357904	-1.64506497405787	1405	1676	2056	2056	0.683365758754864	0.815175097276265	1.70213450934598e-22	1.5533589047849e-47	4.20151745079701e-67	5.08567516350681e-66
SCMH1	7.09171377264328	3.16594135147778	2.24000162521427	1.16349977901847	508	208	2056	2056	0.247081712062257	0.101167315175097	1.32869917418014e-35	2.2445666455975e-34	4.7355501983458e-67	5.72566243152012e-66
USP33	7.39467482267809	5.15707912719826	1.43388818365784	0.519932525314575	727	368	2056	2056	0.353599221789883	0.178988326848249	4.59527824567525e-37	6.66167445603727e-33	4.85998686428636e-67	5.86953620731561e-66
WDR48	11.0005684562975	6.61633916765351	1.66263672063216	0.733472980053157	758	396	2056	2056	0.368677042801556	0.192607003891051	1.86930951791812e-36	1.75282671760049e-33	5.19964945070739e-67	6.27273146821915e-66
ACTR2	12.2483713137468	9.78162917394076	1.25218111379418	0.324443246835491	1117	707	2056	2056	0.543287937743191	0.343871595330739	5.54535492535336e-38	6.16993190240762e-32	5.42806655012584e-67	6.54097181487231e-66
GNB4	6.20146914536767	2.40021368960814	2.58371543009578	1.36944718063648	442	163	2056	2056	0.214980544747082	0.0792801556420233	1.63306022017133e-35	2.39732128413534e-34	6.20575850469112e-67	7.46976623583636e-66
ADI1	17.2637857421621	13.042685284556	1.32363737723583	0.404507936557145	972	570	2056	2056	0.472762645914397	0.277237354085603	1.73508818559549e-38	2.30730525746071e-31	6.34500329644649e-67	7.62036309044269e-66
BCL3	4.40204512098598	2.61304632291276	1.68464105759863	0.752441232602132	512	209	2056	2056	0.249027237354086	0.101653696498054	4.21075049692623e-36	9.50372423604266e-34	6.34248825619054e-67	7.62036309044269e-66
SELT	12.4180546062261	9.18340805261759	1.3522272488683	0.435337624449442	885	489	2056	2056	0.430447470817121	0.23784046692607	2.27252919156962e-39	1.81108739859888e-30	6.52196196978512e-67	7.82417795819049e-66
CLIP3	4.21448594666381	1.63436352111429	2.57867108034229	1.36662776342496	279	63	2056	2056	0.135700389105058	0.0306420233463035	2.99180377094549e-36	1.39667401869281e-33	6.62088464158325e-67	7.93402676216393e-66
PHACTR2	11.5272938403177	10.1477500322086	1.1359457814521	0.183893976834776	862	471	2056	2056	0.419260700389105	0.22908560311284	5.22481725497657e-39	8.26712414515386e-31	6.84262203167994e-67	8.19064135534607e-66
HLA-DRB5	36.9585128676092	118.280698417895	0.312464445695374	-1.6782360553115	1570	1683	2056	2056	0.763618677042802	0.818579766536965	1.69968475816525e-05	2.61332276061822e-64	7.03528674523392e-67	8.41192544870819e-66
CUL5	13.8206198227314	10.9097010496637	1.26681929778062	0.341210749586682	858	470	2056	2056	0.417315175097276	0.228599221789883	1.66192241612166e-38	2.87518187726734e-31	7.56477751079505e-67	9.03500835591635e-66
FYB	4.76002420268182	1.7302917117425	2.75099520524675	1.45995362516021	327	90	2056	2056	0.159046692607004	0.0437743190661479	5.5666764288899e-36	9.76913776296281e-34	8.60235416964638e-67	1.02628749689863e-65
RICTOR	18.5986237797961	15.2192139133973	1.22204891038584	0.289302027676282	1153	733	2056	2056	0.56079766536965	0.356517509727626	1.47917766020719e-39	3.74988076399281e-30	8.77301002534376e-67	1.045490752744e-65
MTMR6	3.86508917872042	1.87705945539091	2.05911920776931	1.04202735375809	400	136	2056	2056	0.194552529182879	0.066147859922179	2.17902242826778e-35	2.70657262600897e-34	9.32446077916039e-67	1.10998134109542e-65
TRIM11	4.95907602939272	1.89757147483727	2.61338036282296	1.38591711609418	376	120	2056	2056	0.182879377431907	0.0583657587548638	1.06544727541202e-35	5.58821517816907e-34	9.41285441756042e-67	1.1192683009194e-65
CERK	6.4216882629462	3.17137767838913	2.02488915360218	1.01784293420691	487	194	2056	2056	0.236867704280156	0.0943579766536965	2.08600754150143e-35	3.09517653941692e-34	1.02022244098044e-66	1.21179504691344e-65
PSMG2	9.14902638047136	6.76858047580773	1.35169056690274	0.434764923300097	772	402	2056	2056	0.375486381322957	0.195525291828794	1.22205253743255e-37	5.39737961903585e-32	1.04209601525654e-66	1.2364142491245e-65
SEC61A1	4.53110723663637	3.14425794385884	1.44107363884895	0.527144059098891	728	370	2056	2056	0.35408560311284	0.179961089494163	8.44438196805882e-37	1.26509064174914e-32	1.68266200994535e-66	1.99423184365501e-65
POLR2H	7.20535095357257	3.63085868629705	1.98447573318283	0.988757920699627	476	184	2056	2056	0.231517509727626	0.0894941634241245	4.28354811495846e-36	2.75540086350681e-33	1.85789357374145e-66	2.19949310568622e-65
BCLAF1	55.7326812259997	37.0727687874567	1.5033320425977	0.588163694086314	1433	1038	2056	2056	0.696984435797665	0.504863813229572	2.27304108218835e-36	6.03603678039587e-33	2.15762550559789e-66	2.55153410941592e-65
FABP5	5.64475522294133	2.53796240432285	2.22412877878993	1.15324032364723	653	321	2056	2056	0.317607003891051	0.156128404669261	1.99500996825698e-34	6.92651615067333e-35	2.17298689968041e-66	2.56688540121065e-65
KNTC1	5.21882350556814	1.56894745785756	3.32632140065072	1.73392757353284	446	169	2056	2056	0.216926070038911	0.0821984435797665	1.58945556253221e-34	9.84072562984641e-35	2.45770833031629e-66	2.9000420505975e-65
TPR	25.6232173789311	19.8461819928301	1.29109051747022	0.368590150550239	1093	679	2056	2056	0.531614785992218	0.330252918287938	5.9981193482104e-39	3.3895658586155e-30	3.18925041676914e-66	3.75913286829018e-65
BLOC1S2	14.9043109367506	10.9190009984998	1.36498851303323	0.448888810295516	839	454	2056	2056	0.408073929961089	0.220817120622568	1.79320715743527e-38	1.16725567385081e-30	3.28280684572709e-66	3.86518251431951e-65
CENPF	5.20266670122821	2.22291958376381	2.3404655477546	1.22679552836992	340	98	2056	2056	0.165369649805447	0.0476653696498054	8.30359870579235e-36	2.71151528873994e-33	3.52959788669849e-66	4.15122281439947e-65
MED13	6.42916605641248	3.89147731288159	1.65211449007569	0.724313667714429	642	307	2056	2056	0.312256809338521	0.14931906614786	1.13082644457429e-35	2.26661740923229e-33	4.014779861928e-66	4.71671032798404e-65
SNRPB	25.9814957338949	22.4238371247302	1.15865521094252	0.212451317451189	1475	1028	2056	2056	0.717412451361868	0.5	1.57222624125878e-46	1.6346547141258e-22	4.0255125313937e-66	4.72417330262036e-65
HK1	10.275833374	4.60804226708498	2.22997810749258	1.15702954675234	635	305	2056	2056	0.308852140077821	0.148346303501946	7.03243642793041e-35	4.50564686504273e-34	4.95635273350494e-66	5.810246112049e-65
NCL	46.3544175249004	35.0445705255756	1.32272751041622	0.403515888630292	1453	1046	2056	2056	0.706712062256809	0.50875486381323	9.29979034614116e-39	4.09992852474994e-30	5.95709429360104e-66	6.97581563045464e-65
RABGGTB	6.29371207118497	3.91466563729884	1.60772659897659	0.685022090698185	583	262	2056	2056	0.283560311284047	0.127431906614786	1.01783609026192e-35	4.52650425170299e-33	7.18951217880493e-66	8.40074635410738e-65
MYCT1	0.876848000394102	6.90533045067116	0.126981323581535	-2.97731177393475	145	405	2056	2056	0.0705252918287938	0.196984435797665	1.47791954962374e-33	3.11500663294145e-35	7.18406968039375e-66	8.40074635410738e-65
DAPP1	5.20507787188599	2.67349599405841	1.94691814891579	0.961192232473464	408	142	2056	2056	0.198443579766537	0.0690661478599222	4.1430252730702e-35	1.56424391889796e-33	1.00909040459809e-65	1.17781818328901e-64
CREBBP	5.08971477310349	3.75042820364266	1.35710230852041	0.440529485997221	567	251	2056	2056	0.275778210116732	0.122081712062257	1.67728760459838e-35	4.14989139193933e-33	1.08331063486072e-65	1.26308164291599e-64
APPL1	18.6080712260674	12.7389144870425	1.46072659840796	0.54668617675088	987	593	2056	2056	0.480058365758755	0.288424124513619	1.1176893504952e-36	6.57717122355578e-32	1.14371177114269e-65	1.33072133447394e-64
SEC61B	32.7806523369083	28.5059879731627	1.1499567167351	0.201579560537657	1343	912	2056	2056	0.653210116731518	0.443579766536965	1.08847991110311e-41	6.7541414397933e-27	1.14379107747551e-65	1.33072133447394e-64
IFITM3	150.874634398234	105.952564967517	1.42398284028791	0.509931761205508	1906	1658	2056	2056	0.92704280155642	0.806420233463035	1.13725135849361e-30	6.83328676690835e-38	1.20861322994781e-65	1.40462216433051e-64
RP5-827C21.2	0.728612628008544	1.9817919331789	0.367653443234987	-1.44358159842935	569	907	2056	2056	0.276750972762646	0.441147859922179	4.18017630325632e-28	2.24112562375366e-40	1.45525727965317e-65	1.68944561475344e-64
USP10	12.4401552515504	10.3696835735261	1.19966584933316	0.262632618632293	826	448	2056	2056	0.401750972762646	0.217898832684825	1.9778883009632e-37	4.81616962976565e-31	1.47957126679626e-65	1.71582538842986e-64
RPL7L1	22.6453258785604	16.9576488229363	1.33540481437092	0.417277146524093	1143	732	2056	2056	0.555933852140078	0.356031128404669	5.68244292140642e-38	1.73634840638308e-30	1.53216661185292e-65	1.77491051652349e-64
C14orf166	27.7467779705002	23.7877082837709	1.16643342181181	0.222103962904518	1175	744	2056	2056	0.571498054474708	0.361867704280156	1.74654075637486e-41	5.91566706001572e-27	1.60393811046158e-65	1.85605928340431e-64
GSTP1	242.802190149988	176.099360640083	1.37877950985997	0.463391763983863	1969	1767	2056	2056	0.957684824902724	0.85943579766537	8.28791260195738e-29	1.25155070045715e-39	1.6102293786181e-65	1.8613423202997e-64
MFN2	3.54251427192967	1.15291264869712	3.07266493774094	1.61949045517864	336	97	2056	2056	0.163424124513619	0.0471789883268482	2.67061845847455e-35	3.90022368822603e-33	1.61690257453651e-65	1.86705506063986e-64
NOTCH1	5.01607793430969	2.60133254238427	1.9282724728889	0.94730892475838	423	151	2056	2056	0.205739299610895	0.073443579766537	2.40478796414577e-35	4.74265167800982e-33	1.76940252947005e-65	2.04096323853845e-64
RFC5	3.77425287837453	1.49558450938035	2.52359719875562	1.33548165448344	364	114	2056	2056	0.17704280155642	0.0554474708171206	3.20494651701264e-35	4.05357970952596e-33	2.01383273614469e-65	2.32042586103852e-64
NCLN	6.01942541088523	3.44206490999461	1.74878323572773	0.806351476154249	445	166	2056	2056	0.216439688715953	0.0807392996108949	3.25168854177081e-35	4.38329349187578e-33	2.20807412172416e-65	2.54152394907098e-64
LATS2	4.49660717221124	1.94915408249326	2.30695316116795	1.20598871280429	438	162	2056	2056	0.213035019455253	0.0787937743190661	5.19028947607026e-35	3.0175848617883e-33	2.42488345941757e-65	2.78809894560965e-64
RBBP4	13.8624164968611	8.46565030985123	1.63748985482306	0.711485968365021	874	500	2056	2056	0.425097276264591	0.243190661478599	2.97360215581462e-35	5.29710481864334e-33	2.43862640587324e-65	2.80091435434962e-64
KIAA1551	5.28004707404727	2.54411158946167	2.07539916720576	1.05338884063534	416	146	2056	2056	0.202334630350195	0.071011673151751	1.75184395773641e-35	9.07716722577317e-33	2.4617443952605e-65	2.82445886200899e-64
ZNF281	11.305871125123	6.27874257397769	1.80065849044048	0.848524588314311	727	376	2056	2056	0.353599221789883	0.182879377431907	2.56882762396455e-35	6.99049373474825e-33	2.77778632666354e-65	3.1836796528232e-64
ICOSLG	2.10086038646233	0.380802789069436	5.51692489331862	2.46386433994639	208	30	2056	2056	0.101167315175097	0.014591439688716	9.95682792265103e-36	2.04096194644199e-32	3.14097555725112e-65	3.59611691984643e-64
LGALS3BP	11.3691290119544	3.52074659188656	3.22918128733098	1.69116843661362	499	207	2056	2056	0.242704280155642	0.10068093385214	3.75799155725025e-34	5.60710535112401e-34	3.25612693063889e-65	3.72400094877417e-64
CEP350	9.83650260971338	5.9593773583121	1.65059233847534	0.722983848971935	601	277	2056	2056	0.292315175097276	0.134727626459144	2.36603595065122e-35	9.21630051348156e-33	3.36890256256535e-65	3.84889980267663e-64
OCIAD1	15.1551706895425	11.65207076636	1.30064183383575	0.379223732471285	943	547	2056	2056	0.458657587548638	0.266050583657588	6.42844883791228e-38	3.52664482015968e-30	3.50162036920742e-65	3.99629372295259e-64
CALCRL	2.12855906851236	0.510752783377039	4.16749382047136	2.05918005999587	263	57	2056	2056	0.127918287937743	0.0277237354085603	3.3958031086752e-35	6.75048877524023e-33	3.54036244119987e-65	4.03623773026856e-64
MT-CO1	812.691065987048	469.633581054008	1.73047903466168	0.791171462871262	2054	2042	2056	2056	0.999027237354086	0.993190661478599	0.00411264128175518	5.69198842624474e-65	3.61489653410538e-65	4.11685946360365e-64
TACC3	8.05039971941688	4.39554732781968	1.83148971425365	0.873017598815015	701	354	2056	2056	0.340953307392996	0.172178988326848	1.52302504017532e-35	1.54178052915546e-32	3.62603443838526e-65	4.12518791328956e-64
ZNF350	13.5822806462054	10.0408041200908	1.35270845678868	0.435850935199297	761	402	2056	2056	0.370136186770428	0.195525291828794	1.05307938357441e-35	2.2445490082065e-32	3.64984147295932e-65	4.14789676352648e-64
SENP6	10.1350040344988	8.2919540171699	1.22226968619369	0.289562641955003	796	431	2056	2056	0.38715953307393	0.209630350194553	1.0029504114815e-35	2.58400677661668e-32	3.9994281206522e-65	4.54040339802463e-64
BMI1	6.5222364111224	2.61488824333275	2.4942696605686	1.31861744629607	568	258	2056	2056	0.276264591439689	0.125486381322957	5.99828397257045e-34	4.49411866996519e-34	4.15896756156519e-65	4.71655784978766e-64
CDCA4	2.51655706179087	0.831902588779007	3.02506218364394	1.5969647989534	325	91	2056	2056	0.158073929961089	0.0442607003891051	3.81732980947705e-35	7.15545794405109e-33	4.21380058532098e-65	4.77372261687886e-64
PFKFB3	1.91533774345021	0.440191384064805	4.35114773434146	2.12139600147588	256	54	2056	2056	0.124513618677043	0.0262645914396887	6.26817499678036e-35	4.41313733961287e-33	4.26707051370574e-65	4.82899847747286e-64
