"gene"	"Mean_cloneA"	"Mean_cloneB_del7"	"log2fc"	"ExpressingCells_cloneA"	"nCells_cloneA"	"nCells_cloneB_del7"	"ExpressingCells_cloneB_del7"	"ExpressingFraction_cloneA"	"ExpressingFraction_cloneB_del7"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"RP11-367G6.3"	"RP11-367G6.3"	2.00561569510554	3.06614101330279	1.06052531819725	584	248	241	163	0.412671232876712	0.657258064516129	1.76013187664057e-10	1.3973031770724e-10	2.24619358679684e-07	1.22406443284816e-15	1.57659498950844e-13	"up_in_cloneBdel7"	"RP11-367G6.3"
"SNRPD1"	"SNRPD1"	1.63947741119412	2.58381673027945	0.94433931908533	584	248	236	157	0.404109589041096	0.633064516129032	2.3019339387864e-09	1.63370687099643e-09	2.67759131157885e-08	1.69150048917554e-15	2.15595833182832e-13	"up_in_cloneBdel7"	"SNRPD1"
"HNRNPL"	"HNRNPL"	1.28323326572948	2.01177139184489	0.728538126115413	584	248	246	161	0.421232876712329	0.649193548387097	2.83388469276879e-09	1.76400157395541e-09	2.88746657719296e-08	1.96180985515447e-15	2.47471189563609e-13	"up_in_cloneBdel7"	"HNRNPL"
"DSTN"	"DSTN"	0.453746561326889	0.985662948269936	0.531916386943048	584	248	73	74	0.125	0.298387096774194	3.66504755044995e-09	8.47598035481828e-09	6.93517786605273e-09	2.255639936289e-15	2.81632757759512e-13	"up_in_cloneBdel7"	"DSTN"
"COX5B"	"COX5B"	2.65259653877527	3.7785993712	1.12600283242473	584	248	336	194	0.575342465753425	0.782258064516129	2.16163155558403e-08	7.33876188936776e-09	1.12620295683495e-08	3.14331398252741e-15	3.88500907981872e-13	"up_in_cloneBdel7"	"COX5B"
"RBX1"	"RBX1"	1.35259301698621	2.13216749888181	0.779574481895601	584	248	236	155	0.404109589041096	0.625	8.24356061921281e-09	6.50390263859562e-09	1.42847504412224e-08	3.52254884760238e-15	4.31019076992627e-13	"up_in_cloneBdel7"	"RBX1"
"CST3"	"CST3"	0.424235255198297	0.866847495134645	0.442612239936348	584	248	69	72	0.118150684931507	0.290322580645161	2.61832331678122e-09	5.26438936613703e-09	1.94976531764993e-08	3.88148200742913e-15	4.70235780622801e-13	"NA"	"CST3"
"NDUFA1"	"NDUFA1"	1.63952115463124	2.68731811620186	1.04779696157061	584	248	285	167	0.488013698630137	0.673387096774194	1.33878262370236e-06	1.01372878460324e-06	1.27321309572731e-10	4.85122136363553e-15	5.81956319661219e-13	"up_in_cloneBdel7"	"NDUFA1"
"RPS13"	"RPS13"	2.89557296270019	3.96365384254236	1.06808087984217	584	248	397	208	0.679794520547945	0.838709677419355	3.79721119775188e-06	1.63728881959667e-06	8.36368308406509e-11	5.13885993633187e-15	6.06072857920239e-13	"up_in_cloneBdel7"	"RPS13"
"F2R"	"F2R"	0.497945529388222	1.16746169145753	0.66951616206931	584	248	83	78	0.142123287671233	0.314516129032258	1.49935098469265e-08	2.97196577022655e-08	4.61912575745565e-09	5.15132210066238e-15	6.06072857920239e-13	"up_in_cloneBdel7"	"F2R"
"PPP2CA"	"PPP2CA"	1.09660845657785	1.84301908138273	0.746410624804882	584	248	177	129	0.303082191780822	0.520161290322581	4.60017519226545e-09	4.85697500228642e-09	2.92760081147542e-08	5.33071677678771e-15	6.21206195054995e-13	"up_in_cloneBdel7"	"PPP2CA"
"ATP5G3"	"ATP5G3"	1.49203147803622	2.5448556647901	1.05282418675388	584	248	201	137	0.344178082191781	0.55241935483871	3.44736702820173e-08	3.59206351166574e-08	4.50174529966621e-09	6.04144137941023e-15	6.9738751621192e-13	"up_in_cloneBdel7"	"ATP5G3"
"SUB1"	"SUB1"	3.04615954131968	4.0647131427285	1.01855360140882	584	248	413	219	0.707191780821918	0.883064516129032	9.21532847573037e-08	1.70477785092573e-08	1.05410091900472e-08	6.69479578487333e-15	7.65584310501963e-13	"up_in_cloneBdel7"	"SUB1"
"HMGA1"	"HMGA1"	1.26807908422788	1.83186625495086	0.563787170722982	584	248	237	160	0.405821917808219	0.645161290322581	4.20216348404971e-10	2.49065486499762e-10	7.47313435861682e-07	6.92777410419127e-15	7.84891147582262e-13	"up_in_cloneBdel7"	"HMGA1"
"CNOT1"	"CNOT1"	1.21452515044968	2.03057396574424	0.816048815294559	584	248	207	140	0.354452054794521	0.564516129032258	2.95474505435026e-08	2.66925601015084e-08	7.2661810433534e-09	7.21096132540688e-15	8.0948002548329e-13	"up_in_cloneBdel7"	"CNOT1"
"RPS15"	"RPS15"	3.89011541655793	4.88311026539294	0.992994848835012	584	248	473	237	0.809931506849315	0.955645161290323	9.94705758974015e-08	6.38753696157897e-09	3.53944359869184e-08	8.37087504944465e-15	9.31145700954589e-13	"up_in_cloneBdel7"	"RPS15"
"SNORA76"	"SNORA76"	0.241182810352059	0.58903078706943	0.347847976717371	584	248	51	59	0.0873287671232877	0.237903225806452	8.75260206026978e-09	2.11040393669488e-08	1.11742106424257e-08	8.72147552470886e-15	9.61405175858897e-13	"NA"	"SNORA76"
"NUTF2"	"NUTF2"	1.42727970969968	2.28565082581564	0.858371116115955	584	248	204	142	0.349315068493151	0.57258064516129	3.63978174390614e-09	4.04907851406081e-09	6.77718895440259e-08	1.01071766092523e-14	1.10420904456081e-12	"up_in_cloneBdel7"	"NUTF2"
"RBPMS"	"RBPMS"	1.00640434319117	1.76254651594179	0.756142172750624	584	248	150	115	0.256849315068493	0.463709677419355	7.6153374459009e-09	9.70605265309265e-09	3.75433503287003e-08	1.33181125383103e-14	1.44212765503331e-12	"up_in_cloneBdel7"	"RBPMS"
"RPLP0"	"RPLP0"	4.65286648194919	5.7172102015382	1.06434371958901	584	248	507	238	0.868150684931507	0.959677419354839	0.000132062249229888	3.40951539135529e-05	1.12794768495202e-11	1.40348488490702e-14	1.5064071098002e-12	"up_in_cloneBdel7"	"RPLP0"
"PRPF4B"	"PRPF4B"	1.2006793422496	1.99892585146244	0.798246509212841	584	248	196	136	0.335616438356164	0.548387096774194	1.5565345295926e-08	1.38234429708286e-08	2.94762979503397e-08	1.48465915582478e-14	1.57967734179756e-12	"up_in_cloneBdel7"	"PRPF4B"
"POLR2E"	"POLR2E"	1.09994234611463	1.82322125847176	0.723278912357135	584	248	175	128	0.299657534246575	0.516129032258065	4.7248346023742e-09	4.67124664338042e-09	8.94458708386728e-08	1.52135768425707e-14	1.6047700538422e-12	"up_in_cloneBdel7"	"POLR2E"
"RNF145"	"RNF145"	0.86188089351252	1.49648825168912	0.634607358176605	584	248	150	115	0.256849315068493	0.463709677419355	7.6153374459009e-09	9.70605265309265e-09	4.57382299403003e-08	1.61375104749518e-14	1.68768015531205e-12	"up_in_cloneBdel7"	"RNF145"
"SNHG9"	"SNHG9"	0.865686706949226	1.52291770192111	0.657230994971883	584	248	152	115	0.26027397260274	0.463709677419355	1.44079080956148e-08	1.7183198590599e-08	2.75114222516217e-08	1.7154579019047e-14	1.77115819063616e-12	"up_in_cloneBdel7"	"SNHG9"
"MZB1"	"MZB1"	0.955603024692591	1.64314742468605	0.687544399993455	584	248	129	105	0.220890410958904	0.423387096774194	4.6848810490446e-09	7.27275293120813e-09	6.52760067531255e-08	1.72252226778116e-14	1.77115819063616e-12	"up_in_cloneBdel7"	"MZB1"
"LSM7"	"LSM7"	3.53536947845401	4.58255176568929	1.04718228723527	584	248	432	224	0.73972602739726	0.903225806451613	2.11130022133579e-07	3.25928878307817e-08	1.48299078462749e-08	1.75290530855693e-14	1.78737911295855e-12	"up_in_cloneBdel7"	"LSM7"
"H3F3A"	"H3F3A"	4.57437608910663	5.49747282574332	0.923096736636692	584	248	521	241	0.892123287671233	0.971774193548387	0.000262972097920622	5.86831835466783e-05	8.34116788541651e-12	1.77454320988608e-14	1.79448848893934e-12	"up_in_cloneBdel7"	"H3F3A"
"RB1"	"RB1"	0.418417308281042	0.816954429933326	0.398537121652284	584	248	82	78	0.14041095890411	0.314516129032258	9.90196865703781e-09	1.69830068997584e-08	3.0459905433645e-08	1.87252057691819e-14	1.87804604747303e-12	"NA"	"RB1"
"CD34"	"CD34"	1.13532721327214	1.87085694360127	0.735529730329135	584	248	186	131	0.318493150684932	0.528225806451613	1.90933903229544e-08	1.69921689284691e-08	3.42407094243377e-08	2.09924186666217e-14	2.08831898215271e-12	"up_in_cloneBdel7"	"CD34"
"HAUS1"	"HAUS1"	0.24996897540487	0.654521853769611	0.404552878364742	584	248	43	53	0.0736301369863014	0.213709677419355	1.45948508116888e-08	4.2047653797318e-08	1.39731206762642e-08	2.11928055960031e-14	2.09125136510237e-12	"NA"	"HAUS1"
"GNB2L1"	"GNB2L1"	2.79822067259818	4.02664704862746	1.22842637602928	584	248	364	198	0.623287671232877	0.798387096774194	1.21366853576471e-06	4.80609286813591e-07	1.45709597277402e-09	2.51370701235271e-14	2.46061752025182e-12	"up_in_cloneBdel7"	"GNB2L1"
"LGALS1"	"LGALS1"	4.57445044044559	5.83103629564718	1.25658585520159	584	248	452	228	0.773972602739726	0.919354838709677	1.13939299237603e-06	2.39689152081272e-07	3.10154455440475e-09	2.66401894681464e-14	2.58705839946222e-12	"up_in_cloneBdel7"	"LGALS1"
"ICAM3"	"ICAM3"	1.56217230897468	2.25785103589601	0.695678726921329	584	248	212	149	0.363013698630137	0.600806451612903	4.00335459274574e-10	2.93906205385617e-10	2.97189278480477e-06	3.11597939353952e-14	3.00213573695666e-12	"up_in_cloneBdel7"	"ICAM3"
"UQCRH"	"UQCRH"	1.59708362934579	2.49896147535697	0.901877846011174	584	248	224	149	0.383561643835616	0.600806451612903	1.29101881936168e-08	9.54118269636911e-09	1.06722296262168e-07	3.61691826413405e-14	3.45754780312065e-12	"up_in_cloneBdel7"	"UQCRH"
"RERE"	"RERE"	0.398987167422861	0.872833463607679	0.473846296184818	584	248	74	72	0.126712328767123	0.290322580645161	2.47000744677515e-08	4.8056348765706e-08	2.53682955293857e-08	4.30840658544714e-14	4.08664054104894e-12	"NA"	"RERE"
"ETS1"	"ETS1"	0.283188486616707	0.706255922103618	0.42306743548691	584	248	58	62	0.0993150684931507	0.25	2.83964324461033e-08	7.06959073095919e-08	1.94887382435205e-08	4.85228691516612e-14	4.56712174569021e-12	"NA"	"ETS1"
"AP001171.1"	"AP001171.1"	0.640347979332508	1.39609711152374	0.755749132191228	584	248	111	91	0.190068493150685	0.366935483870968	8.59979436139989e-08	1.40948299801684e-07	9.86450186363901e-09	4.89543295715125e-14	4.57255860028265e-12	"up_in_cloneBdel7"	"AP001171.1"
"MPV17"	"MPV17"	0.634218963634532	1.2849947329567	0.650775769322163	584	248	100	87	0.171232876712329	0.350806451612903	2.33531002971039e-08	3.73725814583927e-08	3.76776451115369e-08	4.95606125098539e-14	4.59411859598918e-12	"up_in_cloneBdel7"	"MPV17"
"PFN1"	"PFN1"	4.85965974920312	5.64203958485114	0.78237983564802	584	248	546	247	0.934931506849315	0.995967741935484	0.000282758936658954	1.86130682582607e-05	7.62827819897612e-11	4.99622281003771e-14	4.5965249852347e-12	"up_in_cloneBdel7"	"PFN1"
"OST4"	"OST4"	1.11457087736416	1.78649818102234	0.671927303658182	584	248	237	151	0.405821917808219	0.608870967741935	1.19539479198351e-07	9.30414304592487e-08	1.6777757848851e-08	5.47817816149428e-14	5.00231253612269e-12	"up_in_cloneBdel7"	"OST4"
"TXN"	"TXN"	3.34566500329248	4.30840819131524	0.962743188022762	584	248	441	227	0.75513698630137	0.915322580645161	1.81509996871708e-07	2.32319495187991e-08	7.13766206186214e-08	5.80924072889458e-14	5.26532367101882e-12	"up_in_cloneBdel7"	"TXN"
"SPAG7"	"SPAG7"	1.0813456416057	1.85413065646761	0.772785014861908	584	248	157	117	0.268835616438356	0.471774193548387	1.94723066366137e-08	2.18455498371738e-08	9.01491894096668e-08	6.86539453734814e-14	6.17683584992587e-12	"up_in_cloneBdel7"	"SPAG7"
"OCIAD2"	"OCIAD2"	2.14091248127924	3.1214163136914	0.980503832412161	584	248	305	180	0.522260273972603	0.725806451612903	7.88722999216809e-08	4.16803490664972e-08	5.23590733716603e-08	7.58547505617895e-14	6.77488122535808e-12	"up_in_cloneBdel7"	"OCIAD2"
"USMG5"	"USMG5"	0.911606098960606	1.64100187582515	0.729395776864548	584	248	180	125	0.308219178082192	0.504032258064516	1.27236298381237e-07	1.21632680085558e-07	1.85872525115608e-08	7.85024734662366e-14	6.96055264733964e-12	"up_in_cloneBdel7"	"USMG5"
"DNAJB6"	"DNAJB6"	2.99027039656398	1.92837671738224	-1.06189367918174	584	248	422	144	0.722602739726027	0.580645161290323	8.32552775001862e-05	9.07174957740023e-05	2.97078969010629e-11	9.31060568436062e-14	8.19601231322565e-12	"up_in_cloneA"	"DNAJB6"
"FHL1"	"FHL1"	0.794927818164246	1.42437607539384	0.629448257229597	584	248	134	105	0.229452054794521	0.423387096774194	2.53085704319438e-08	4.02236274433713e-08	7.15030254507485e-08	9.91750316902762e-14	8.66789776973014e-12	"up_in_cloneBdel7"	"FHL1"
"IFI6"	"IFI6"	2.03298617662482	3.0964483504078	1.06346217378297	584	248	264	163	0.452054794520548	0.657258064516129	9.24836988470044e-08	6.39175640473057e-08	5.09466586692969e-08	1.1188343663498e-13	9.70926050117457e-12	"up_in_cloneBdel7"	"IFI6"
"GADD45A"	"GADD45A"	1.40679222110074	2.12160923609264	0.714817014991898	584	248	224	149	0.383561643835616	0.600806451612903	1.29101881936168e-08	9.54118269636911e-09	3.62689994846456e-07	1.18685742797456e-13	1.02270334427441e-11	"up_in_cloneBdel7"	"GADD45A"
"CTC-246B18.10"	"CTC-246B18.10"	0.12844583089561	0.514310859525602	0.385865028629993	584	248	27	40	0.0462328767123288	0.161290322580645	5.34220107743166e-08	1.933611732092e-07	1.80847831618936e-08	1.19897688862126e-13	1.02592176287901e-11	"NA"	"CTC-246B18.10"
"HNRNPA3"	"HNRNPA3"	1.13696928893847	1.88699294126979	0.750023652331322	584	248	213	140	0.36472602739726	0.564516129032258	1.46560846318684e-07	1.13389476310939e-07	3.49182117566506e-08	1.35262329322882e-13	1.14935407055194e-11	"up_in_cloneBdel7"	"HNRNPA3"
"RP11-1223D19.1"	"RP11-1223D19.1"	0.115595044998385	0.305127433042425	0.18953238804404	584	248	20	35	0.0342465753424658	0.141129032258065	3.33191962828944e-08	1.19140033954603e-07	3.65008011564916e-08	1.48155644219664e-13	1.25022928460125e-11	"NA"	"RP11-1223D19.1"
"RPL9"	"RPL9"	4.3241402602317	5.26047519148993	0.936334931258231	584	248	507	238	0.868150684931507	0.959677419354839	0.000132062249229888	3.40951539135529e-05	1.58227102919525e-10	1.82631261728589e-13	1.53060008117192e-11	"up_in_cloneBdel7"	"RPL9"
"NPDC1"	"NPDC1"	0.951787353182424	1.63426255261852	0.682475199436095	584	248	140	108	0.23972602739726	0.435483870967742	2.64159379175381e-08	3.59186698296344e-08	1.61476797502165e-07	1.95930368770049e-13	1.63088706957165e-11	"up_in_cloneBdel7"	"NPDC1"
"ATP5F1"	"ATP5F1"	1.51163139103376	2.26348679353683	0.751855402503077	584	248	208	144	0.356164383561644	0.580645161290323	3.25518478601006e-09	2.84029406909764e-09	2.25915317080134e-06	2.16112309044375e-13	1.78672311720742e-11	"up_in_cloneBdel7"	"ATP5F1"
"RPL21"	"RPL21"	4.90119335862737	5.7761440527382	0.874950694110836	584	248	542	243	0.928082191780822	0.979838709677419	0.00521096953135108	0.00267359779495571	2.70687642161474e-12	2.42873823405871e-13	1.98393009916705e-11	"up_in_cloneBdel7"	"RPL21"
"NDUFS6"	"NDUFS6"	1.10430898194479	1.93118598909747	0.826877007152684	584	248	157	115	0.268835616438356	0.463709677419355	6.65166257265332e-08	8.04859141902627e-08	9.00451693947793e-08	2.43208168417013e-13	1.98393009916705e-11	"up_in_cloneBdel7"	"NDUFS6"
"AP2S1"	"AP2S1"	0.828996949474212	1.41837511910293	0.589378169628716	584	248	132	104	0.226027397260274	0.419354838709677	2.48212667587957e-08	3.59505855468163e-08	2.38480954679589e-07	2.86270995789799e-13	2.31974298310197e-11	"up_in_cloneBdel7"	"AP2S1"
"KAT6A"	"KAT6A"	0.457375558208361	1.02712551968136	0.569749961472997	584	248	79	73	0.13527397260274	0.294354838709677	9.62708251030481e-08	1.49744931843936e-07	5.97742842604944e-08	2.98485736563718e-13	2.40281017933793e-11	"up_in_cloneBdel7"	"KAT6A"
"DBI"	"DBI"	1.34839548745302	2.21920876037136	0.870813272918349	584	248	194	132	0.332191780821918	0.532258064516129	9.83699488166423e-08	1.10674603995555e-07	8.48326982243191e-08	3.12640898595886e-13	2.5003098269407e-11	"up_in_cloneBdel7"	"DBI"
"COX6A1"	"COX6A1"	3.32912347122889	4.1458635792536	0.816740108024709	584	248	446	230	0.763698630136986	0.92741935483871	5.41251284360677e-08	5.82518410059594e-09	1.69118834579164e-06	3.27573197162784e-13	2.59203424823625e-11	"up_in_cloneBdel7"	"COX6A1"
"NDUFA11"	"NDUFA11"	0.738021998400625	1.23377492568352	0.495752927282891	584	248	155	115	0.26541095890411	0.463709677419355	3.64682437030028e-08	4.7355390086475e-08	2.08539626263183e-07	3.28346934027966e-13	2.59203424823625e-11	"NA"	"NDUFA11"
"KIF13A"	"KIF13A"	0.0654589126021889	0.307875827427309	0.24241691482512	584	248	11	26	0.0188356164383562	0.104838709677419	1.03350033880313e-07	2.33507482535676e-07	4.73574639320907e-08	3.66424064323442e-13	2.87408003273182e-11	"NA"	"KIF13A"
"EIF5B"	"EIF5B"	1.62006423105345	2.50234590537125	0.882281674317805	584	248	243	154	0.416095890410959	0.620967741935484	9.50925071448906e-08	6.52772102282296e-08	1.7073220464464e-07	3.69206663120447e-13	2.87746033754254e-11	"up_in_cloneBdel7"	"EIF5B"
"GNPTAB"	"GNPTAB"	0.661952505425486	1.1877007758909	0.52574827046541	584	248	126	99	0.215753424657534	0.399193548387097	8.16223223820701e-08	1.01608724722563e-07	1.16617649561866e-07	3.91817234080871e-13	3.03435169380604e-11	"up_in_cloneBdel7"	"GNPTAB"
"EEF2"	"EEF2"	1.35183319496252	2.00008185045944	0.648248655496922	584	248	254	159	0.434931506849315	0.641129032258065	8.07641521052855e-08	6.36772117939591e-08	1.99134433709397e-07	4.18434571588181e-13	3.22010403644842e-11	"up_in_cloneBdel7"	"EEF2"
"RPL30"	"RPL30"	0.998929505034666	1.53422072640482	0.535291221370154	584	248	242	153	0.414383561643836	0.616935483870968	1.32177325061794e-07	9.70278422388785e-08	1.31917795480844e-07	4.22253812423568e-13	3.22918603050924e-11	"up_in_cloneBdel7"	"RPL30"
"UQCR11_b"	"UQCR11_b"	1.54024379846246	2.36837005484227	0.828126256379812	584	248	297	171	0.508561643835616	0.689516129032258	2.17636621838726e-06	1.38648287050417e-06	1.252721730264e-08	5.67682731087509e-13	4.31438875626507e-11	"up_in_cloneBdel7"	"UQCR11_b"
"ATP5G1"	"ATP5G1"	1.14667287549508	1.96078080121005	0.814107925714968	584	248	164	118	0.280821917808219	0.475806451612903	8.56522109809999e-08	1.05330710595399e-07	1.71819279716853e-07	5.9076771396196e-13	4.46211959755466e-11	"up_in_cloneBdel7"	"ATP5G1"
"C14orf2"	"C14orf2"	1.83431787107432	2.73829381689757	0.903975945823252	584	248	283	169	0.48458904109589	0.681451612903226	2.77349881065849e-07	2.01701911295466e-07	9.55500048596901e-08	6.27903668549667e-13	4.71351490084277e-11	"up_in_cloneBdel7"	"C14orf2"
"ADI1"	"ADI1"	0.85844062787702	1.47024194887147	0.611801320994446	584	248	145	109	0.248287671232877	0.439516129032258	6.80437538053292e-08	7.59440502251883e-08	2.56441439770189e-07	6.34300196403897e-13	4.73249829463298e-11	"up_in_cloneBdel7"	"ADI1"
"RPL7A"	"RPL7A"	2.55243841620188	3.45361754955977	0.901179133357886	584	248	348	199	0.595890410958904	0.80241935483871	1.49544190367773e-08	4.47060533387398e-09	4.43811821513278e-06	6.45847269925776e-13	4.78944678473442e-11	"up_in_cloneBdel7"	"RPL7A"
"AAK1"	"AAK1"	0.771020555014337	1.34530664421069	0.574286089196351	584	248	153	112	0.261986301369863	0.451612903225806	1.23179247610934e-07	1.60344786664637e-07	1.76971538804823e-07	9.13529632737264e-13	6.73370396757419e-11	"up_in_cloneBdel7"	"AAK1"
"BANF1"	"BANF1"	0.340105785464787	0.677980588297285	0.337874802832498	584	248	88	78	0.150684931506849	0.314516129032258	1.07271821216205e-07	2.19586454022751e-07	1.37269875838535e-07	9.68567415154452e-13	7.09664125259274e-11	"NA"	"BANF1"
"UBA52"	"UBA52"	2.50730074918375	3.53750017782293	1.03019942863918	584	248	315	182	0.539383561643836	0.733870967741935	2.53720616329066e-07	1.31546745850082e-07	2.53325199037464e-07	1.06745425750242e-12	7.77462517547595e-11	"up_in_cloneBdel7"	"UBA52"
"PSMB3"	"PSMB3"	3.10105595052086	4.26015653058856	1.1591005800677	584	248	371	201	0.63527397260274	0.810483870967742	9.31574036398636e-07	3.56516266085494e-07	9.88748209403295e-08	1.12717988771052e-12	8.1610491751633e-11	"up_in_cloneBdel7"	"PSMB3"
"C14orf166"	"C14orf166"	1.40559454524511	2.2050862476806	0.79949170243549	584	248	201	136	0.344178082191781	0.548387096774194	6.25786151205564e-08	5.67640061854954e-08	6.96876138672696e-07	1.26034176899071e-12	9.07149522668841e-11	"up_in_cloneBdel7"	"C14orf166"
"RPS24"	"RPS24"	2.6572679476204	3.60005858635256	0.942790638732155	584	248	377	202	0.645547945205479	0.814516129032258	1.89983377179796e-06	1.00600581934282e-06	4.17148793877645e-08	1.33458110374217e-12	9.54966923122174e-11	"up_in_cloneBdel7"	"RPS24"
"NDUFB9"	"NDUFB9"	2.59211503759714	3.59570092380515	1.00358588620801	584	248	320	187	0.547945205479452	0.754032258064516	3.89708283492354e-08	1.85055995934543e-08	2.39125559383757e-06	1.40493952377585e-12	9.99467442611701e-11	"up_in_cloneBdel7"	"NDUFB9"
"SNRPC"	"SNRPC"	2.22835474819313	3.25437709618983	1.02602234799671	584	248	289	171	0.49486301369863	0.689516129032258	3.59595033022348e-07	2.03082310746174e-07	2.19284753253585e-07	1.41358632085117e-12	9.99805908782364e-11	"up_in_cloneBdel7"	"SNRPC"
"RPS11"	"RPS11"	4.32356633623549	5.30531591497424	0.981749578738751	584	248	488	238	0.835616438356164	0.959677419354839	1.62261783259748e-06	1.76041468612627e-07	2.64484229398293e-07	1.47586638976392e-12	1.03785638765237e-10	"up_in_cloneBdel7"	NA
"RPS3A"	"RPS3A"	4.05000998410573	4.9017690486713	0.851759064565566	584	248	504	242	0.863013698630137	0.975806451612903	1.89977679689673e-06	8.56765740437717e-08	5.66374418183902e-07	1.53614184109345e-12	1.07407037529254e-10	"up_in_cloneBdel7"	NA
"COX5A"	"COX5A"	1.95460221735539	2.98006110508298	1.02545888772759	584	248	258	159	0.441780821917808	0.641129032258065	2.16535547536078e-07	1.52380300112497e-07	3.23567907921406e-07	1.56005871078276e-12	1.08459536279192e-10	"up_in_cloneBdel7"	NA
"EIF6"	"EIF6"	1.46716591559825	2.1926106176341	0.725444702035849	584	248	198	136	0.339041095890411	0.548387096774194	2.73840391559438e-08	2.3096297555308e-08	2.19154540730701e-06	1.60021787486534e-12	1.10351611616867e-10	"up_in_cloneBdel7"	NA
"DDX21"	"DDX21"	0.687516092884686	1.1954111825145	0.507895089629812	584	248	121	96	0.207191780821918	0.387096774193548	1.03988514475334e-07	1.7592432287099e-07	2.88663671041177e-07	1.6053111202846e-12	1.10351611616867e-10	"up_in_cloneBdel7"	NA
"NDUFA2"	"NDUFA2"	0.438066007862297	0.877490818803209	0.439424810940911	584	248	78	72	0.133561643835616	0.290322580645161	1.28084578103836e-07	2.12601546042115e-07	2.47139207184929e-07	1.65913275550955e-12	1.1341423685148e-10	"NA"	NA
