"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"FGF14-AS2"	0.247022031803016	0.0627397475565478	-0.184282284246468	296	273	17	5	0.0574324324324324	0.0183150183150183	0.0277833075248649	0.0167231542574698	0.0146391856747029	0.00228043998396137	0.00947970487681277	"NA"	NA
"RANBP3"	0.142817050344602	0.302725043299454	0.159907992954852	296	273	21	36	0.0709459459459459	0.131868131868132	0.0227014651958399	0.0174688904170071	0.0140821117105805	0.00229029461826854	0.00951864023439025	"NA"	NA
"EIF3F"	2.64646250027624	3.09341753506348	0.44695503478724	296	273	164	181	0.554054054054054	0.663003663003663	0.0101219237393795	0.00991295839934728	0.0248891967238373	0.00229633260129923	0.00954170007770724	"NA"	NA
"NUDT17"	0.227706915591018	0.0711756911455641	-0.156531224445454	296	273	24	9	0.0810810810810811	0.032967032967033	0.022990030086438	0.0185523095466242	0.0133586761255236	0.00230554053428169	0.0095779190311634	"NA"	NA
"RP11-81H14.2"	0.297689344420092	0.105005208616902	-0.19268413580319	296	273	24	9	0.0810810810810811	0.032967032967033	0.022990030086438	0.0185523095466242	0.0134058653460887	0.00231280779045431	0.00960606210345948	"NA"	NA
"POLR1D"	0.959950694102822	1.30943076550962	0.349480071406796	296	273	73	93	0.246621621621622	0.340659340659341	0.0176418383857812	0.0163072515948807	0.0152623615030436	0.00231428005368754	0.00961012927279025	"NA"	NA
"KLF1"	0.791076914894862	0.405574031837666	-0.385502883057197	296	273	50	27	0.168918918918919	0.0989010989010989	0.0205234253577804	0.0193420647067944	0.0128992454495853	0.00231934862588629	0.00962912532817372	"NA"	NA
"MYCBP"	0.549284177798778	0.242439042051173	-0.306845135747605	296	273	44	23	0.148648648648649	0.0842490842490843	0.0243904080523619	0.0190693715065456	0.0131066093221171	0.00232297164901597	0.00964211315643513	"NA"	NA
"RNASEH2B"	2.10279067293331	1.43515934644836	-0.667631326484945	296	273	130	98	0.439189189189189	0.358974358974359	0.0621681381871482	0.0595507104516475	0.00421515243353513	0.00233193148277712	0.00967724259363245	"NA"	NA
"PJA1"	0.44526177806228	0.226474516582651	-0.218787261479629	296	273	39	19	0.131756756756757	0.0695970695970696	0.0209077690314934	0.0178880587606132	0.0140475709494432	0.00233415680965432	0.00968441560957473	"NA"	NA
"PATL2"	0.29171903473432	0.10538750897764	-0.18633152575668	296	273	24	9	0.0810810810810811	0.032967032967033	0.022990030086438	0.0185523095466242	0.0135483181122608	0.00233472721826816	0.00968472077856628	"NA"	NA
"DHRS7B"	0.889354539632803	0.425252585341968	-0.464101954290835	296	273	57	33	0.192567567567568	0.120879120879121	0.0259976587926122	0.0214269336820045	0.0117443970692697	0.00233716246598277	0.00969275974190133	"NA"	NA
"ARAP2"	0.220787356500313	0.447508742635057	0.226721386134744	296	273	21	36	0.0709459459459459	0.131868131868132	0.0227014651958399	0.0174688904170071	0.0144313008768078	0.00234091128865555	0.00970562452126968	"NA"	NA
"PKN3"	0.343745967521423	0.219922133902774	-0.123823833618649	296	273	38	18	0.128378378378378	0.0659340659340659	0.0184069716824964	0.0160704528096873	0.0156928829334206	0.00234168118639241	0.00970562452126968	"NA"	NA
"MAGEF1"	0.500527948136134	0.224747458141931	-0.275780489994203	296	273	36	17	0.121621621621622	0.0622710622710623	0.022066695955053	0.0201888452787505	0.0124920982026176	0.00234175826613643	0.00970562452126968	"NA"	NA
"ZBTB24"	0.365289482312983	0.647614893267262	0.282325410954279	296	273	24	40	0.0810810810810811	0.146520146520147	0.0195208768253875	0.0164867107517922	0.0153339368581674	0.00234677132935714	0.00972433391833108	"NA"	NA
"RNF126"	0.751327878784736	1.18475003721604	0.433422158431308	296	273	84	100	0.283783783783784	0.366300366300366	0.0441610831099446	0.0392199836507549	0.00648946305873056	0.00236093304899022	0.0097776105391168	"NA"	NA
"TMEM42"	0.871887538098725	0.456889095396206	-0.414998442702519	296	273	57	33	0.192567567567568	0.120879120879121	0.0259976587926122	0.0214269336820045	0.0118791311822595	0.00236107143365645	0.0097776105391168	"NA"	NA
"C17orf80"	0.299057494013556	0.112220315402274	-0.186837178611282	296	273	27	11	0.0912162162162162	0.0402930402930403	0.0236482805864896	0.0180130922224806	0.0141308801331147	0.00236113342949019	0.0097776105391168	"NA"	NA
"CERS5"	0.993271539229721	1.40438586309543	0.411114323865704	296	273	89	108	0.300675675675676	0.395604395604396	0.0220434575801726	0.0217389656150006	0.011713830341557	0.00236200825209364	0.00977915566053721	"NA"	NA
"ARHGEF3"	0.768586603141381	0.425478571881992	-0.34310803125939	296	273	61	36	0.206081081081081	0.131868131868132	0.0250740898877577	0.0194110833575051	0.0131415646759096	0.00236569426339272	0.00979233650075408	"NA"	NA
"ZNF226"	0.700996020261118	0.369057741689072	-0.331938278572046	296	273	51	28	0.172297297297297	0.102564102564103	0.0224905511352392	0.0207273212057727	0.0123701299771473	0.00237651026502483	0.00983501870188194	"NA"	NA
"MAP1A"	0.596318037646645	0.280289027661122	-0.316029009985523	296	273	44	23	0.148648648648649	0.0842490842490843	0.0243904080523619	0.0190693715065456	0.0135144648485022	0.00238736127534965	0.00987782763301112	"NA"	NA
"ATXN7"	0.816535852484098	1.00381893763246	0.187283085148362	296	273	66	87	0.222972972972973	0.318681318681319	0.0132200614679075	0.010732869300061	0.024083938233673	0.00239378436412805	0.00990230153344313	"NA"	NA
"C3orf58"	0.283927836443908	0.115264311679464	-0.168663524764444	296	273	30	13	0.101351351351351	0.0476190476190476	0.023579257958293	0.0170899044744729	0.0151564224858549	0.00239817890777929	0.00991837540217143	"NA"	NA
"MRPS22"	0.902941866461324	0.585956308614132	-0.316985557847192	296	273	74	46	0.25	0.168498168498169	0.0227248958515781	0.0181910661385425	0.014251491091212	0.00240006180548473	0.00992405700307771	"NA"	NA
"TMEM205"	1.72871379432091	1.27287263660686	-0.455841157714052	296	273	129	94	0.435810810810811	0.344322344322344	0.0317600771680376	0.0315555848971249	0.00823083967750234	0.002404017992651	0.00993830725615128	"NA"	NA
"MKS1"	0.34506681166301	0.153206881015019	-0.191859930647991	296	273	30	13	0.101351351351351	0.0476190476190476	0.023579257958293	0.0170899044744729	0.0152497848750383	0.00241135104569829	0.00996613673747958	"NA"	NA
"NAB1"	0.492540257455748	0.299645176968208	-0.19289508048754	296	273	49	26	0.165540540540541	0.0952380952380952	0.0186429650173611	0.0179935833332876	0.014486743227975	0.00241177236767347	0.00996613673747958	"NA"	NA
"BRE"	1.06749224157863	0.650866734553693	-0.416625507024939	296	273	78	49	0.263513513513513	0.179487179487179	0.0212184253581464	0.0202580065617008	0.0129828199171191	0.00243105264734274	0.0100436791441298	"NA"	NA
"PLEKHA8"	0.15241595205905	0.0916694844379537	-0.0607464676210958	296	273	21	7	0.0709459459459459	0.0256410256410256	0.0213313639842135	0.0184388266542759	0.0144256878601857	0.00245565617247689	0.0101431765445899	"NA"	NA
"BOD1"	0.367876830019773	0.110136280861363	-0.257740549158409	296	273	31	14	0.10472972972973	0.0512820512820513	0.0274761257774425	0.0197653382453134	0.013492941113144	0.00246141593004239	0.0101648134127937	"NA"	NA
"LANCL1"	0.539881436386554	0.947058728181205	0.407177291794651	296	273	52	70	0.175675675675676	0.256410256410256	0.0249582168013662	0.0242624860871605	0.0110017592089792	0.00246337018440776	0.0101707290053963	"NA"	NA
"EDEM1"	0.54384334339177	0.987426142360387	0.443582798968616	296	273	72	89	0.243243243243243	0.326007326007326	0.0360342317346093	0.032175593446162	0.008324441965338	0.00247088809897305	0.0101996083916101	"NA"	NA
"HELZ2"	0.149103523369657	0.258194373162067	0.10909084979241	296	273	12	25	0.0405405405405405	0.0915750915750916	0.0216531992848321	0.016628152599643	0.016136804644004	0.00247484714851539	0.0102137879777391	"NA"	NA
"CAPN11"	0.390867782461478	0.187571204727676	-0.203296577733801	296	273	30	13	0.101351351351351	0.0476190476190476	0.023579257958293	0.0170899044744729	0.015724232231625	0.00247813927180509	0.0102252097133838	"NA"	NA
"CEP57"	1.80192291453882	1.30349945149584	-0.498423463042978	296	273	134	98	0.452702702702703	0.358974358974359	0.0286988117598245	0.0264053325947177	0.0101890646130445	0.0024807701718605	0.0102318793142506	"NA"	NA
"SLC9A6"	0.132107953321162	0.409437904691441	0.27732995137028	296	273	17	31	0.0574324324324324	0.113553113553114	0.024106305369	0.0227057566200664	0.0118494154209543	0.0024808055427431	0.0102318793142506	"NA"	NA
"POLR3A"	0.261336354285231	0.165068601500003	-0.0962677527852274	296	273	35	16	0.118243243243243	0.0586080586080586	0.0192302293873362	0.0180315931594892	0.0149254597328622	0.00248146215225457	0.0102324223126182	"NA"	NA
"COX7A2"	4.06560719028481	3.462601479509	-0.603005710775806	296	273	246	223	0.831081081081081	0.816849816849817	0.737354502448782	0.661080338608179	0.000410448582984809	0.00249961729794405	0.0103051058315409	"NA"	NA
"GBF1"	0.178433463398046	0.331918123921286	0.15348466052324	296	273	26	42	0.0878378378378378	0.153846153846154	0.0216964047361097	0.0194563196155516	0.0139535043052171	0.00250080269259638	0.010307812663161	"NA"	NA
"CCT2"	3.13621240760872	2.37184668200253	-0.764365725606194	296	273	193	162	0.652027027027027	0.593406593406593	0.175246088541168	0.165917269560455	0.00163862125005625	0.00250401909513142	0.01031888799203	"NA"	NA
"HIST1H1B"	0.0321047713128089	0.204397348114778	0.172292576801969	296	273	7	18	0.0236486486486486	0.0659340659340659	0.0241972559329683	0.0225080664708727	0.0121358018570516	0.00251450763166798	0.0103598457008739	"NA"	NA
"KDM1A"	1.72424531674716	2.104579119167	0.380333802419835	296	273	141	158	0.476351351351351	0.578754578754579	0.0182820485728052	0.0150446682989101	0.0181603208330755	0.00251502102691028	0.0103598457008739	"NA"	NA
"RP11-344E13.3"	0.00834970569354145	0.0568002991389665	0.0484505934454249	296	273	7	18	0.0236486486486486	0.0659340659340659	0.0241972559329683	0.0225080664708727	0.0121852589575459	0.00252363956962795	0.010393150748191	"NA"	NA
"HEMK1"	0.498530597919227	0.234532485246041	-0.263998112673186	296	273	36	17	0.121621621621622	0.0622710622710623	0.022066695955053	0.0201888452787505	0.0136037540779546	0.00252673507738637	0.0104037009143251	"NA"	NA
"ATP6V1D"	0.91948467006036	0.465472459173706	-0.454012210886654	296	273	60	36	0.202702702702703	0.131868131868132	0.0321925763994068	0.025373285398597	0.0108345776652477	0.00252890586783324	0.0104104399526516	"NA"	NA
"ATF7"	0.706368517309854	0.388831202340268	-0.317537314969586	296	273	56	32	0.189189189189189	0.117216117216117	0.0240644826314221	0.0201645105495726	0.0136464951039028	0.0025310872103137	0.010417219574205	"NA"	NA
"TXN2"	2.51662745346772	2.0016021299062	-0.515025323561513	296	273	166	126	0.560810810810811	0.461538461538462	0.022432723511536	0.0189453747572471	0.0145485391231415	0.00253479755716391	0.0104302879426301	"NA"	NA
"GBE1"	0.456311992142651	0.252193571762421	-0.204118420380229	296	273	43	22	0.14527027027027	0.0805860805860806	0.0219394430057122	0.0174079464857441	0.0158641431198281	0.00253917910112172	0.0104461120808494	"NA"	NA
"ZNF354B"	0.288153188904917	0.168164102346651	-0.119989086558266	296	273	33	15	0.111486486486486	0.0549450549450549	0.0229977480782598	0.0159587342455239	0.0173627975749365	0.00254676664286057	0.0104751161432028	"NA"	NA
"RABIF"	0.813242699706048	0.428123049596323	-0.385119650109725	296	273	57	33	0.192567567567568	0.120879120879121	0.0259976587926122	0.0214269336820045	0.0130072733831164	0.00256001289012062	0.0105273779017365	"NA"	NA
"TXNDC11"	0.291111329198463	0.49333462552738	0.202223296328917	296	273	34	51	0.114864864864865	0.186813186813187	0.022160032248715	0.0184698937054238	0.0151242639532694	0.00256523084323398	0.0105453469095759	"NA"	NA
"TRIM8"	0.499211606080864	0.730694258422314	0.23148265234145	296	273	51	70	0.172297297297297	0.256410256410256	0.0189164974826364	0.0181331725245763	0.0154066866907013	0.00256546455187815	0.0105453469095759	"NA"	NA
"APBB1"	0.102238060811972	0.244484830701932	0.14224676988996	296	273	10	22	0.0337837837837838	0.0805860805860806	0.0251658294041084	0.0177025786043132	0.0158212678254223	0.00257123371348466	0.0105668327099395	"NA"	NA
"ICOSLG"	0.0742045039885767	0.262834677134403	0.188630173145827	296	273	8	19	0.027027027027027	0.0695970695970696	0.0286078861929734	0.0183681381030201	0.0152907272534999	0.00257765387613704	0.0105909842651061	"NA"	NA
"CASC10"	0.267433229043661	0.119982323584619	-0.147450905459043	296	273	27	11	0.0912162162162162	0.0402930402930403	0.0236482805864896	0.0180130922224806	0.0156845000596878	0.00259125783625772	0.0106446359840538	"NA"	NA
"ZNF160"	0.510853403203328	0.886062378577017	0.375208975373689	296	273	49	67	0.165540540540541	0.245421245421245	0.0238979531733294	0.0217691851646035	0.0130127570037339	0.00259739194145055	0.0106675861194172	"NA"	NA
"MAP7"	0.560400593094322	0.378596293485671	-0.18180429960865	296	273	53	29	0.179054054054054	0.106227106227106	0.0186871792641242	0.0165546731718088	0.017209716432294	0.00261065482138361	0.0107197985629681	"NA"	NA
"ZNF268"	0.326908092847237	0.192936815411703	-0.133971277435535	296	273	33	15	0.111486486486486	0.0549450549450549	0.0229977480782598	0.0159587342455239	0.0178679037351128	0.00261267838242755	0.010725848152965	"NA"	NA
"ACY1"	0.161539648377907	0.0654608168556002	-0.0960788315223071	296	273	17	5	0.0574324324324324	0.0183150183150183	0.0277833075248649	0.0167231542574698	0.0170956804285984	0.00261875499278511	0.0107485307052785	"NA"	NA
"MCCC1"	1.10067717793884	0.724196675655769	-0.376480502283071	296	273	91	60	0.307432432432432	0.21978021978022	0.0231633455723767	0.0223997928379719	0.0128432421377311	0.00263337405083314	0.0108062583155452	"NA"	NA
"RAD17"	0.466701992485709	0.295846346000923	-0.170855646484785	296	273	49	26	0.165540540540541	0.0952380952380952	0.0186429650173611	0.0179935833332876	0.016018407098707	0.00263779753998703	0.0108221321089091	"NA"	NA
"EPRS"	1.31071297241225	0.906947988962256	-0.403764983449998	296	273	104	71	0.351351351351351	0.26007326007326	0.0234386006714763	0.0228905708962575	0.0127656160621381	0.00267024426125234	0.0109529197009461	"NA"	NA
"RP11-1407O15.2"	0.113134623843018	0.251071852693748	0.137937228850729	296	273	13	26	0.0439189189189189	0.0952380952380952	0.0241722445341637	0.0194031454549183	0.0150638292682429	0.00267084183486583	0.0109529197009461	"NA"	NA
"SEPT2"	3.03379214514561	3.62892108155958	0.595128936413974	296	273	226	223	0.763513513513513	0.816849816849817	0.145602489480769	0.124121546434056	0.00235534884946586	0.00267136159749117	0.0109529197009461	"NA"	NA
"MTO1"	0.711128960615967	0.416335924425954	-0.294793036190014	296	273	61	36	0.206081081081081	0.131868131868132	0.0250740898877577	0.0194110833575051	0.0150968799445813	0.0026770347087901	0.0109738718283358	"NA"	NA
"ATL2"	0.234206796267071	0.488476314035268	0.254269517768197	296	273	28	44	0.0945945945945946	0.161172161172161	0.0238009490211541	0.0226095542656955	0.0129714649907264	0.00267892398403642	0.0109793074635908	"NA"	NA
"C17orf59"	0.306232693484562	0.160465974615215	-0.145766718869347	296	273	27	11	0.0912162162162162	0.0402930402930403	0.0236482805864896	0.0180130922224806	0.0163047427214021	0.00268233843954536	0.0109909903013702	"NA"	NA
"STXBP2"	0.0542555626619508	0.161692208951954	0.107436646290004	296	273	17	31	0.0574324324324324	0.113553113553114	0.024106305369	0.0227057566200664	0.0129613738856023	0.00268720919804397	0.0110086342346097	"NA"	NA
"DRAM2"	0.862239760548276	0.571404202484012	-0.290835558064263	296	273	67	40	0.226351351351351	0.146520146520147	0.0199486072549576	0.0179489175078125	0.0164071046103204	0.00268876999763933	0.0110127137621319	"NA"	NA
"C10orf76"	0.26328906538682	0.564667701143362	0.301378635756541	296	273	28	44	0.0945945945945946	0.161172161172161	0.0238009490211541	0.0226095542656955	0.0130359983577581	0.00269078900462549	0.0110186679155798	"NA"	NA
"POLD3"	0.577918024399535	0.33847485043498	-0.239443173964555	296	273	50	27	0.168918918918919	0.0989010989010989	0.0205234253577804	0.0193420647067944	0.0152474981397353	0.00269225211059801	0.0110223436546474	"NA"	NA
"TIMELESS"	0.194744530520192	0.505230416383119	0.310485885862927	296	273	24	39	0.0810810810810811	0.142857142857143	0.0269354871400978	0.0226945549246859	0.0130098724497623	0.00269497644823919	0.011031180371499	"NA"	NA
"CACTIN"	0.0370391543927817	0.139459969890059	0.102420815497277	296	273	8	19	0.027027027027027	0.0695970695970696	0.0286078861929734	0.0183681381030201	0.0161273289594248	0.00270290534288819	0.0110613123962999	"NA"	NA
"SLC35D2"	0.742690059460018	0.43253713434252	-0.310152925117498	296	273	61	36	0.206081081081081	0.131868131868132	0.0250740898877577	0.0194110833575051	0.0152927046352875	0.00270793335241819	0.0110795627425137	"NA"	NA
"PPOX"	1.02236945503472	0.566157308684523	-0.456212146350202	296	273	81	53	0.273648648648649	0.194139194139194	0.0328261929219631	0.029502297896127	0.0101177918241166	0.00272133172334329	0.0111320457400645	"NA"	NA
"LAT2"	2.52949356345259	2.03188065554264	-0.497612907909953	296	273	164	122	0.554054054054054	0.446886446886447	0.013497023731228	0.0118488810156614	0.0252056297648822	0.00272263360291943	0.0111350344498753	"NA"	NA
"SPATA13"	0.338113628652653	0.739249522466376	0.401135893813723	296	273	34	50	0.114864864864865	0.183150183150183	0.0295733302724493	0.0245904357765374	0.0121792885338298	0.0027294135649931	0.0111604214828709	"NA"	NA
"PYGO2"	0.172821116321608	0.0850921879728192	-0.0877289283487883	296	273	27	11	0.0912162162162162	0.0402930402930403	0.0236482805864896	0.0180130922224806	0.0166764174631163	0.0027367129358366	0.0111879212553119	"NA"	NA
"ZNF594"	0.170303986449116	0.0197560131589497	-0.150547973290166	296	273	15	4	0.0506756756756757	0.0146520146520147	0.0310838754334028	0.0190493761999855	0.015776985715874	0.00273791235293192	0.0111904775809077	"NA"	NA
"SUV39H1"	0.167194033211646	0.409214166406737	0.242020133195091	296	273	17	31	0.0574324324324324	0.113553113553114	0.024106305369	0.0227057566200664	0.0132730700592569	0.00274466970234149	0.0112157446201342	"NA"	NA
"TNS3"	0.266493472518876	0.559153285313685	0.292659812794809	296	273	32	48	0.108108108108108	0.175824175824176	0.0277476505847766	0.0219907501402423	0.0138068051869949	0.00276287735189684	0.0112877814594788	"NA"	NA
