"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"AURKB"	0.0911495704580956	0.278316318145032	0.187166747686937	296	273	9	21	0.0304054054054054	0.0769230769230769	0.0218594955260553	0.0146057861154091	0.0123427220088576	0.00173443201948966	0.00740581575550764	"NA"	NA
"NARF"	2.12666884862713	2.57732306594086	0.450654217313725	296	273	150	168	0.506756756756757	0.615384615384615	0.0116458441500949	0.0111809773685749	0.0161385028143223	0.00173588955735928	0.00741041595533227	"NA"	NA
"PNPLA2"	0.204382502728428	0.373094375541707	0.168711872813279	296	273	36	54	0.121621621621622	0.197802197802198	0.0176465427825377	0.0155209882755176	0.0116642088106603	0.00174102453972686	0.00743070950916487	"NA"	NA
"MANBA"	0.806188779836045	0.460209378057002	-0.345979401779042	296	273	66	39	0.222972972972973	0.142857142857143	0.0186202044828386	0.0170883786674125	0.0105990060363877	0.00174171197375625	0.00743201615421557	"NA"	NA
"CCDC66"	0.753335285543663	0.373614736147795	-0.379720549395868	296	273	54	30	0.182432432432432	0.10989010989011	0.0204074099046467	0.0177270449079998	0.0102495649640096	0.00174666261978091	0.00745150969244246	"NA"	NA
"LCMT1"	1.05255250867343	0.555154104488363	-0.497398404185067	296	273	69	42	0.233108108108108	0.153846153846154	0.022736608292177	0.01971842278274	0.00923441892608263	0.00175005301573823	0.00746433990870232	"NA"	NA
"L3MBTL4"	0.266908692190155	0.107578040942299	-0.159330651247856	296	273	26	10	0.0878378378378378	0.0366300366300366	0.0195764211274051	0.0150555922809674	0.0121357580169913	0.00175541530958176	0.00748557322563283	"NA"	NA
"XPA"	1.39883030831564	0.890272280397198	-0.508558027918437	296	273	97	65	0.327702702702703	0.238095238095238	0.0230054976605872	0.0201076690506437	0.00909061401194264	0.00175610418702605	0.00748687288134553	"NA"	NA
"CPSF2"	0.422704097363259	0.25271425794699	-0.169989839416269	296	273	37	17	0.125	0.0622710622710623	0.0160624736446732	0.014333482688493	0.0127748179376973	0.00175882871603336	0.00749684874981901	"NA"	NA
"FAM24B"	0.0718944682300753	0.169505683902289	0.0976112156722138	296	273	11	24	0.0371621621621622	0.0879120879120879	0.0191522735188203	0.0140284123585063	0.0130638480065134	0.00176018327372843	0.0075009821538073	"NA"	NA
"WARS"	0.688226984517581	0.860268872017292	0.17204188749971	296	273	55	76	0.185810810810811	0.278388278388278	0.0117012711358729	0.00959363457127363	0.0191751064294966	0.00176615282507041	0.00752477614563332	"NA"	NA
"PRKRIP1"	0.661493482808979	1.19896249760237	0.537469014793391	296	273	69	86	0.233108108108108	0.315018315018315	0.0358753707292571	0.0304153343494073	0.00607361130563483	0.00177279063326699	0.00755140625516613	"NA"	NA
"APBB1IP"	0.986464190186363	0.590588611367039	-0.395875578819324	296	273	82	52	0.277027027027027	0.19047619047619	0.0197025167152966	0.0175268239348239	0.0105676506145004	0.00177697166966194	0.00756756211165624	"NA"	NA
"PPP2R1A"	1.34686738055376	1.13786774070474	-0.208999639849021	296	273	132	89	0.445945945945946	0.326007326007326	0.00441970567255016	0.00348068261979649	0.0534020352960714	0.00178262692544939	0.00758998777432491	"NA"	NA
"C3orf62"	0.368962197923553	0.678496534269942	0.30953433634639	296	273	43	61	0.14527027027027	0.223443223443223	0.0213418031261154	0.0170802062411665	0.0109020327798856	0.00178549095372845	0.00759967892918773	"NA"	NA
"SLC27A1"	0.20934382927385	0.105521206513523	-0.103822622760327	296	273	23	8	0.0777027027027027	0.0293040293040293	0.0184542114318566	0.0150804251733767	0.0123498243659985	0.00178576264348818	0.00759967892918773	"NA"	NA
"RFESD"	0.235410746776453	0.0492251393080243	-0.186185607468429	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0128966507290157	0.00178607270544885	0.00759967892918773	"NA"	NA
"TRIM3"	0.00853401389979827	0.0727585496585263	0.0642245357587281	296	273	3	12	0.0101351351351351	0.043956043956044	0.0242044494839317	0.0162160777699742	0.0115029048758354	0.00178826507716922	0.00760734676651735	"NA"	NA
"TARDBP"	2.19283397366601	2.71279761686916	0.519963643203151	296	273	156	171	0.527027027027027	0.626373626373626	0.020896189194552	0.017651760282847	0.0105993516387151	0.00179311766417852	0.00762632544406889	"NA"	NA
"LPCAT4"	0.517719987367301	0.20070421649709	-0.317015770870211	296	273	43	22	0.14527027027027	0.0805860805860806	0.0219394430057122	0.0174079464857441	0.0107522751164437	0.0017937856074872	0.00762750197668858	"NA"	NA
"MAPK8"	0.376214345632326	0.57397414436009	0.197759798727764	296	273	33	51	0.111486486486486	0.186813186813187	0.0158516826779671	0.0129111827807024	0.0145239175749471	0.00179675452084729	0.00763846000443956	"NA"	NA
"MFN2"	0.39459404198784	0.657085997617453	0.262491955629613	296	273	35	53	0.118243243243243	0.194139194139194	0.0170609779621001	0.014628412962098	0.012834145063322	0.00179866139252483	0.00764489922876014	"NA"	NA
"EPS15"	1.23165147734069	1.63617964290131	0.404528165560616	296	273	120	138	0.405405405405405	0.505494505494505	0.020795140662353	0.0183391574265879	0.0102885342615818	0.00180672358516042	0.00767749206931479	"NA"	NA
"DPP9"	0.175313170306605	0.38808550897439	0.212772338667785	296	273	24	40	0.0810810810810811	0.146520146520147	0.0195208768253875	0.0164867107517922	0.0114515349685268	0.0018077105420814	0.00768001174504157	"NA"	NA
"ZMAT3"	0.211042977744918	0.318746590010153	0.107703612265235	296	273	13	27	0.0439189189189189	0.0989010989010989	0.0164454755621443	0.0131683347299948	0.0143686102662367	0.00181124742349661	0.00769336125055477	"NA"	NA
"PTAFR"	0.223475159321685	0.0429171928705014	-0.180557966451184	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0131065426498538	0.00181208471558354	0.00769524080090511	"NA"	NA
"LINC00493"	1.55655755856348	0.905042622888411	-0.651514935675069	296	273	121	93	0.408783783783784	0.340659340659341	0.111981028943158	0.100263655290502	0.00190197831569734	0.00182400307429471	0.00774416639602536	"NA"	NA
"SLC29A3"	0.264635985766946	0.064424970488539	-0.200211015278407	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0132126170655757	0.00182521205352945	0.00774761179168032	"NA"	NA
"ANGPT2"	0.165191288079817	0.100676426850918	-0.064514861228899	296	273	23	8	0.0777027027027027	0.0293040293040293	0.0184542114318566	0.0150804251733767	0.0127167041302538	0.00183319872332024	0.00777981918461967	"NA"	NA
"CA1"	0.128360898251198	0.268027360796669	0.139666462545472	296	273	14	28	0.0472972972972973	0.102564102564103	0.0183502426295344	0.0153558554437909	0.0124918719002157	0.00183362731028255	0.00777994417327548	"NA"	NA
"FCGRT"	0.631956768486984	0.889926358135519	0.257969589648535	296	273	50	70	0.168918918918919	0.256410256410256	0.014167152377068	0.0133763065150316	0.0144223965993862	0.00184299638326098	0.00781799466866661	"NA"	NA
"RPF2"	1.34698728472984	0.898932662940049	-0.448054621789788	296	273	93	61	0.314189189189189	0.223443223443223	0.0193045039506731	0.0180943384156653	0.0107097642936058	0.00185041610013367	0.00784776123233368	"NA"	NA
"C17orf70"	0.342404148957834	0.208190047162514	-0.13421410179532	296	273	41	20	0.138513513513514	0.0732600732600733	0.0174093315443598	0.0142705638782845	0.0136425780566514	0.00185811799381381	0.0078787113194298	"NA"	NA
"LRIG2"	0.405179785711271	0.193484957616456	-0.211694828094815	296	273	38	18	0.128378378378378	0.0659340659340659	0.0184069716824964	0.0160704528096873	0.0121818156473069	0.00186734275040364	0.00791610371702213	"NA"	NA
"XRCC1"	0.24809195680989	0.467105582822049	0.219013626012159	296	273	28	45	0.0945945945945946	0.164835164835165	0.0174263631757878	0.0166836900085794	0.0117419015131637	0.00186846084664605	0.00791912129219934	"NA"	NA
"AC017002.1"	0.0314751057386535	0.125570426772465	0.0940953210338116	296	273	3	12	0.0101351351351351	0.043956043956044	0.0242044494839317	0.0162160777699742	0.0121827210224551	0.00188260721082914	0.00797734342466991	"NA"	NA
"RIC8A"	0.922355163574545	0.557025390854296	-0.365329772720249	296	273	72	44	0.243243243243243	0.161172161172161	0.0201491812153465	0.016628854194037	0.0119411722262664	0.00189123697986279	0.00801216935698446	"NA"	NA
"RP5-1074L1.4"	0.128587609492107	0.230145499744649	0.101557890252542	296	273	11	24	0.0371621621621622	0.0879120879120879	0.0191522735188203	0.0140284123585063	0.0141825031203265	0.00189456102129317	0.00802450748088799	"NA"	NA
"SFXN1"	1.02856772113793	1.45130609944296	0.422738378305025	296	273	88	108	0.297297297297297	0.395604395604396	0.0174494938183615	0.0170230872622504	0.011692238279244	0.00189524271734803	0.00802565088997344	"NA"	NA
"CHM"	0.190809058844414	0.0519291877131423	-0.138879871131272	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0138097031778066	0.00189887829334465	0.00803929967286576	"NA"	NA
"HEATR1"	0.335138198208424	0.570589954883114	0.23545175667469	296	273	30	47	0.101351351351351	0.172161172161172	0.0190663846555515	0.0143798583034741	0.0138965444622255	0.00190199354164492	0.00805074008984641	"NA"	NA
"KMT2E-AS1"	0.538181577422394	0.371094943117329	-0.167086634305065	296	273	79	49	0.266891891891892	0.179487179487179	0.0166622101793293	0.0156924124711789	0.0128203533057071	0.00191350479060566	0.00809770633488612	"NA"	NA
"WDR73"	0.901298321228481	0.714082970874367	-0.187215350354113	296	273	83	51	0.280405405405405	0.186813186813187	0.0114151009515215	0.0100398538964103	0.0200501356924776	0.0019145104583182	0.00810020357142138	"NA"	NA
"C2orf42"	0.194058589352754	0.0650370130011768	-0.129021576351577	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0139766259179342	0.00191940519083653	0.00811915060325211	"NA"	NA
"LOXL3"	0.230991777122183	0.119081369708132	-0.111910407414051	296	273	29	12	0.097972972972973	0.043956043956044	0.0199546975853677	0.014571201656119	0.0138754283187603	0.00192200843676849	0.008128398448577	"NA"	NA
"ZNF286A"	0.400709316825706	0.642337112732514	0.241627795906807	296	273	53	72	0.179054054054054	0.263736263736264	0.0194872759042641	0.0152935872275113	0.0132706041907929	0.00192858643459392	0.00815444832605307	"NA"	NA
"CLK3"	1.29447571367287	1.78786813090521	0.493392417232339	296	273	103	120	0.347972972972973	0.43956043956044	0.0315683477897253	0.0258768472524971	0.00785816714295732	0.00193189735351797	0.00816667603877084	"NA"	NA
"GSTT1"	0.635716346676118	0.313812763927148	-0.321903582748969	296	273	43	22	0.14527027027027	0.0805860805860806	0.0219394430057122	0.0174079464857441	0.0116996705702234	0.00193463980494625	0.00817649589722732	"NA"	NA
"CXorf56"	0.225145483658706	0.488883823767228	0.263738340108522	296	273	25	41	0.0844594594594595	0.15018315018315	0.0206165247075853	0.0179473234404103	0.0113651332139562	0.00193724437670024	0.00818572889456774	"NA"	NA
"BBX"	2.37478341411119	1.77191082132869	-0.6028725927825	296	273	155	119	0.523648648648649	0.435897435897436	0.0445437192016991	0.0437835941541803	0.00466408893710083	0.00193925692247594	0.00819245685585198	"NA"	NA
"RP11-863H1.1"	0.136851696378631	0.419136032592847	0.282284336214216	296	273	12	25	0.0405405405405405	0.0915750915750916	0.0216531992848321	0.016628152599643	0.0124140043533121	0.00195803368398452	0.00826998755541196	"NA"	NA
"FES"	1.65944422226528	1.27372572042377	-0.385718501841505	296	273	128	90	0.432432432432432	0.32967032967033	0.0149853478366956	0.0124469007919525	0.0167060214042292	0.00197089425168906	0.00832159888155274	"NA"	NA
"RPRD1A"	0.71179353634004	0.463731393921594	-0.248062142418445	296	273	76	47	0.256756756756757	0.172161172161172	0.0189152033929736	0.0146853188513666	0.014161307171622	0.00197110722532983	0.00832159888155274	"NA"	NA
"CTC-297N7.8"	0.0626040513002267	0.131347751465475	0.0687437001652487	296	273	6	17	0.0202702702702703	0.0622710622710623	0.0198903943238277	0.0172714860058571	0.0120452024430153	0.00197174505902121	0.0083219817573916	"NA"	NA
"RP4-758J24.5"	0.0477863980276324	0.136905036265351	0.0891186382377187	296	273	3	12	0.0101351351351351	0.043956043956044	0.0242044494839317	0.0162160777699742	0.0128313844318607	0.00197205180265708	0.0083219817573916	"NA"	NA
"VAPB"	0.37253355277456	0.193859946661036	-0.178673606113523	296	273	38	18	0.128378378378378	0.0659340659340659	0.0184069716824964	0.0160704528096873	0.0129512239873379	0.00197253761348919	0.00832223012167346	"NA"	NA
"ARFGEF1"	0.796632805696218	1.13937143074474	0.34273862504852	296	273	68	88	0.22972972972973	0.322344322344322	0.017308259395364	0.0145444491217828	0.0143296608541476	0.00197495336913786	0.00833061914547397	"NA"	NA
"CDR2"	0.419090398080608	0.21576717255757	-0.203323225523038	296	273	38	18	0.128378378378378	0.0659340659340659	0.0184069716824964	0.0160704528096873	0.0129871965984512	0.00197743752778468	0.0083392930098613	"NA"	NA
"CLASP1"	0.422131837669385	0.739133495473356	0.317001657803971	296	273	45	63	0.152027027027027	0.230769230769231	0.0222583209415937	0.018596042349067	0.0114321895530134	0.00201031132956308	0.00847609527056968	"NA"	NA
"HLA-DQB2"	0.708321763995074	0.445660719322995	-0.262661044672078	296	273	77	48	0.260135135135135	0.175824175824176	0.0200510955405045	0.0195400509846072	0.0110015561463912	0.00203040242050405	0.00855895414802443	"NA"	NA
"AC092782.1"	0.000588339487747297	0.0361031350183452	0.0355147955305979	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0130554091681691	0.00203619295369781	0.00857965262721094	"NA"	NA
"NTN1"	0.000848680445084197	0.11689057707213	0.116041896627046	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0130554091681691	0.00203619295369781	0.00857965262721094	"NA"	NA
"GPBP1"	3.08737948840176	2.56139815853891	-0.525981329862843	296	273	208	164	0.702702702702703	0.600732600732601	0.0136633978973443	0.0134410876871213	0.0161843936871686	0.00205204766737562	0.00864458896314795	"NA"	NA
"UBE2D2"	3.06196014728111	3.49741032409257	0.435450176811457	296	273	203	212	0.685810810810811	0.776556776556777	0.0193045039506731	0.0180943384156653	0.0120299859695386	0.00205321799679654	0.00864765021468413	"NA"	NA
"RBCK1"	1.20460737201646	0.742588277946209	-0.462019094070254	296	273	94	63	0.317567567567568	0.230769230769231	0.0263978347732937	0.0241698703228154	0.00903810845049651	0.00205975410554325	0.00867330460688032	"NA"	NA
"ZYX"	0.484899321755822	0.749338165478455	0.264438843722633	296	273	71	90	0.239864864864865	0.32967032967033	0.0224401095628437	0.0198587025847646	0.0110036825613689	0.00206033527196717	0.0086738779959361	"NA"	NA
"ARHGEF10"	0.148786486598921	0.0694309875750048	-0.0793554990239163	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0151356626592205	0.00206115869906787	0.00867547081887948	"NA"	NA
"RP11-477D19.2"	0.116242764675192	0.0592706032863113	-0.0569721613888805	296	273	19	6	0.0641891891891892	0.021978021978022	0.0244701921375975	0.0144438047281223	0.0151957743997292	0.00206847468888496	0.00870438442049776	"NA"	NA
"ZNF143"	0.215995703077484	0.0627089656984548	-0.153286737379029	296	273	21	7	0.0709459459459459	0.0256410256410256	0.0213313639842135	0.0184388266542759	0.011917591322475	0.00207067833127871	0.0087117768256604	"NA"	NA
"CHPT1"	0.939142787666873	1.24591175551444	0.306768967847567	296	273	78	99	0.263513513513513	0.362637362637363	0.0138519140016867	0.011298240560041	0.0194613601359999	0.00207179626322423	0.00871459921509857	"NA"	NA
"HILPDA"	0.609187668976944	0.300792779815778	-0.308394889161165	296	273	43	22	0.14527027027027	0.0805860805860806	0.0219394430057122	0.0174079464857441	0.0127203933461287	0.00208490279284822	0.0087667064198663	"NA"	NA
"TOMM7"	1.4207720856719	0.989440296507678	-0.431331789164218	296	273	142	106	0.47972972972973	0.388278388278388	0.0345817220308263	0.0343060269248447	0.00645535028906465	0.00208508367343013	0.0087667064198663	"NA"	NA
"IVNS1ABP"	1.08709931294231	0.827040457169848	-0.260058855772458	296	273	98	64	0.331081081081081	0.234432234432234	0.0139212425809499	0.0120396176745519	0.018405989687899	0.00208629254864982	0.00876989742468887	"NA"	NA
"NPTX2"	0.0139642497942833	0.0953951062974608	0.0814308565031774	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0134944984165809	0.00209730195651911	0.00881237545515641	"NA"	NA
"RP6-99M1.3"	0.0173529287942388	0.11178054125703	0.0944276124627916	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0134944984165809	0.00209730195651911	0.00881237545515641	"NA"	NA
"ZNF544"	0.508301295499709	0.318010215692547	-0.190291079807162	296	273	52	28	0.175675675675676	0.102564102564103	0.0170414571985069	0.0154150027094407	0.0145046816498471	0.00210301722602747	0.00883448529519989	"NA"	NA
"GOLGA4"	1.26925402041158	1.8225873259871	0.553333305575521	296	273	104	121	0.351351351351351	0.443223443223443	0.0312866470421369	0.0260258666032759	0.00861655351957976	0.00210859397384709	0.00885600382207012	"NA"	NA
"BPTF"	2.32253603459907	1.84070609344299	-0.481829941156082	296	273	170	129	0.574324324324324	0.472527472527473	0.0190074756305718	0.018565306741307	0.0120900075491238	0.00211028641406396	0.0088612026675861	"NA"	NA
"NCS1"	0.0185002546407607	0.1234007124546	0.104900457813839	296	273	2	10	0.00675675675675676	0.0366300366300366	0.0288383620260381	0.0172505182669112	0.0131213505949847	0.0021262032704399	0.00892611547435161	"NA"	NA
"CHMP4B"	0.0964746229116874	0.227939071045147	0.13146444813346	296	273	12	25	0.0405405405405405	0.0915750915750916	0.0216531992848321	0.016628152599643	0.0136359562773974	0.00212948194098418	0.00893795477899733	"NA"	NA
"CIZ1"	0.514705790388916	0.837051914272463	0.322346123883547	296	273	71	89	0.239864864864865	0.326007326007326	0.0285198311981333	0.025127117730946	0.00903201194835418	0.00213122451526489	0.00894334300356153	"NA"	NA
"ITPRIPL1"	0.0168898169262451	0.088462254685975	0.07157243775973	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0137641708071893	0.00213471535940335	0.00895413638594578	"NA"	NA
"EFCAB10"	0.0263123103458858	0.0491939772960762	0.0228816669501903	296	273	1	8	0.00337837837837838	0.0293040293040293	0.0323553872815893	0.0165185763190054	0.0137641708071893	0.00213471535940335	0.00895413638594578	"NA"	NA
"SLC20A2"	0.378461107657605	0.194057540408095	-0.18440356724951	296	273	42	21	0.141891891891892	0.0769230769230769	0.0196110472481028	0.0158071809925868	0.0144068283932751	0.00213779245145656	0.00896511412732169	"NA"	NA
"MTG2"	0.361287807571329	0.109842811058784	-0.251444996512545	296	273	27	11	0.0912162162162162	0.0402930402930403	0.0236482805864896	0.0180130922224806	0.0126725213200846	0.00214232056901583	0.00898217090369039	"NA"	NA
"C7orf50"	1.01097361311612	0.557883292915794	-0.453090320200325	296	273	71	44	0.239864864864865	0.161172161172161	0.0256936963975497	0.0215489393116108	0.0106026970041449	0.00214404425183432	0.0089874646358612	"NA"	NA
"SRPK2"	1.23945422212442	0.763551184669957	-0.475903037454459	296	273	89	59	0.300675675675676	0.216117216117216	0.0277077483211425	0.0220957256223672	0.0103502872781237	0.00214589060026728	0.00899327017424422	"NA"	NA
"MYO10"	0.0215598170961099	0.147370763595643	0.125810946499533	296	273	2	10	0.00675675675675676	0.0366300366300366	0.0288383620260381	0.0172505182669112	0.0132730799806745	0.00214815724115329	0.00899889983764451	"NA"	NA
"FAM129B"	0.0120435050749006	0.070762926155319	0.0587194210804185	296	273	2	10	0.00675675675675676	0.0366300366300366	0.0288383620260381	0.0172505182669112	0.0132730799806745	0.00214815724115329	0.00899889983764451	"NA"	NA
"TUBD1"	0.450325045091663	0.219713290550042	-0.23061175454162	296	273	35	16	0.118243243243243	0.0586080586080586	0.0192302293873362	0.0180315931594892	0.0127072670888293	0.00214953820257777	0.0090027500310799	"NA"	NA
"MOSPD3"	0.491378527613275	0.288123653141527	-0.203254874471748	296	273	53	29	0.179054054054054	0.106227106227106	0.0186871792641242	0.0165546731718088	0.0138645663898261	0.0021528157182381	0.00901454006012826	"NA"	NA
"CARS2"	1.5133428399556	1.10435774383691	-0.408985096118689	296	273	111	76	0.375	0.278388278388278	0.0181876383974817	0.0158892428911383	0.0144937119159644	0.00215927287746876	0.00903963636761619	"NA"	NA
"TP53TG1"	0.977834098501107	0.534699410751052	-0.443134687750056	296	273	71	44	0.239864864864865	0.161172161172161	0.0256936963975497	0.0215489393116108	0.0107140566018527	0.0021641508024633	0.00905811196942551	"NA"	NA
"CMYA5"	0.0175935838738544	0.0616333137233949	0.0440397298495405	296	273	2	10	0.00675675675675676	0.0366300366300366	0.0288383620260381	0.0172505182669112	0.0134263583466437	0.00217030495653853	0.00908192018309341	"NA"	NA
"PLEKHA3"	1.05960245209313	1.44425706634683	0.384654614253699	296	273	85	105	0.287162162162162	0.384615384615385	0.0176168215816578	0.0162385426365516	0.0142688117939138	0.0021710839652062	0.00908298723673479	"NA"	NA
"CDCA7L"	0.884098296443756	0.583186477253043	-0.300911819190714	296	273	81	51	0.273648648648649	0.186813186813187	0.0186618170236885	0.0169065184542226	0.0137079345986102	0.00217149192095137	0.00908298723673479	"NA"	NA
"COX10"	0.353231756982287	0.160194006467472	-0.193037750514815	296	273	33	15	0.111486486486486	0.0549450549450549	0.0229977480782598	0.0159587342455239	0.0145871100771792	0.00218018053403838	0.0091159983489116	"NA"	NA
"TTLL1"	0.272805141303983	0.104750171092961	-0.168054970211022	296	273	21	7	0.0709459459459459	0.0256410256410256	0.0213313639842135	0.0184388266542759	0.0126259880213109	0.002180319326012	0.0091159983489116	"NA"	NA
"UBE2J2"	1.0594907699201	0.666451669553555	-0.393039100366548	296	273	85	55	0.287162162162162	0.201465201465201	0.02298279875176	0.0194381002790377	0.0119988534259624	0.00218388683133458	0.00912895606184294	"NA"	NA
"RTN4"	3.18085154070343	3.92018679572116	0.739335255017731	296	273	217	215	0.733108108108108	0.787545787545788	0.155840467070068	0.141426582881934	0.00165058183939159	0.00218556975112322	0.00913403207309043	"NA"	NA
"TAB1"	0.235346298319087	0.085740319247201	-0.149605979071886	296	273	21	7	0.0709459459459459	0.0256410256410256	0.0213313639842135	0.0184388266542759	0.0126745134076758	0.002187802466218	0.00914140314502063	"NA"	NA
"RBBP4"	1.37279905241025	1.92268097781657	0.549881925406318	296	273	111	128	0.375	0.468864468864469	0.0291574330953981	0.0270607518395828	0.00867989661967254	0.00219767748504126	0.00918069642915222	"NA"	NA
"METTL15"	0.362050646366373	0.140964119340118	-0.221086527026255	296	273	30	13	0.101351351351351	0.0476190476190476	0.023579257958293	0.0170899044744729	0.0138151810774634	0.00220783237555226	0.00922114177507277	"NA"	NA
"TFEC"	0.647494524038729	0.305818465375119	-0.34167605866361	296	273	51	28	0.172297297297297	0.102564102564103	0.0224905511352392	0.0207273212057727	0.011424934327536	0.00221374532776216	0.00924385688276351	"NA"	NA
"RPL23A"	4.33685846594907	3.90701144481282	-0.429847021136254	296	273	278	255	0.939189189189189	0.934065934065934	0.937471406485776	0.863956217219179	0.000274267888559929	0.00221497384485708	0.00924700582222195	"NA"	NA
"API5"	0.72966838282646	0.567451142782338	-0.162217240044122	296	273	80	49	0.27027027027027	0.179487179487179	0.0130045898444651	0.0120736887635634	0.0196785143722642	0.00222028885250495	0.00926560628157358	"NA"	NA
"AGAP6"	0.415889273484594	0.302485726486498	-0.113403546998096	296	273	56	31	0.189189189189189	0.113553113553114	0.0169419212435203	0.014174909800033	0.016762235780977	0.00222037999903705	0.00926560628157358	"NA"	NA
"ZSCAN16-AS1"	0.462706773267497	0.204151137368784	-0.258555635898713	296	273	48	26	0.162162162162162	0.0952380952380952	0.0246816606886419	0.0181645871634278	0.013085288992579	0.00222109507734635	0.00926660643142873	"NA"	NA
"TIMM10B"	0.986805856011257	0.601284381063347	-0.385521474947909	296	273	74	46	0.25	0.168498168498169	0.0227248958515781	0.0181910661385425	0.0130780943345692	0.00222289411872564	0.00927212757590419	"NA"	NA
"FAM200A"	0.199968727425868	0.0223406440363013	-0.177628083389567	296	273	17	5	0.0574324324324324	0.0183150183150183	0.0277833075248649	0.0167231542574698	0.0142716236045982	0.00222925145529141	0.00929665583366287	"NA"	NA
"SCAMP2"	1.85658359695347	1.25407246045015	-0.602511136503322	296	273	130	96	0.439189189189189	0.351648351648352	0.0407286414095747	0.0395031205461828	0.00605176904715682	0.00223256394181583	0.00930847836446505	"NA"	NA
"SMIM10"	0.493143699754832	0.163365852917617	-0.329777846837215	296	273	34	16	0.114864864864865	0.0586080586080586	0.0264292512142879	0.018231374025652	0.0131541551872651	0.00223885487080908	0.00933271153588763	"NA"	NA
"TMEM238"	0.0946240178084679	0.209357103277678	0.11473308546921	296	273	12	25	0.0405405405405405	0.0915750915750916	0.0216531992848321	0.016628152599643	0.0144286440889447	0.00223971652338588	0.00933430713573606	"NA"	NA
"RP11-385F7.1"	0.181661711774733	0.0685215493149152	-0.113140162459817	296	273	21	7	0.0709459459459459	0.0256410256410256	0.0213313639842135	0.0184388266542759	0.0130188377705232	0.00224080337421432	0.0093368403955078	"NA"	NA
"BST1"	0.927271223017283	0.546702212970485	-0.380569010046798	296	273	61	36	0.206081081081081	0.131868131868132	0.0250740898877577	0.0194110833575051	0.0123862159105446	0.00224395171486355	0.00934796042447537	"NA"	NA
"TANK"	1.04602795742552	1.35844407968272	0.312416122257201	296	273	88	109	0.297297297297297	0.399267399267399	0.0136633978973443	0.0134410876871213	0.017902958531811	0.00224566295859978	0.00935309025406558	"NA"	NA
"ZFYVE16"	0.384453856651211	0.188039621819336	-0.196414234831875	296	273	33	15	0.111486486486486	0.0549450549450549	0.0229977480782598	0.0159587342455239	0.0151086831999048	0.00224966381993242	0.00936775201412576	"NA"	NA
"ZBTB1"	0.475178111249203	0.663880996543575	0.188702885294372	296	273	44	63	0.148648648648649	0.230769230769231	0.0165238626469688	0.0135419447426658	0.0178166249557968	0.00225096570720396	0.00937117120137114	"NA"	NA
"MRPL2"	0.898868592116217	0.539576663826244	-0.359291928289973	296	273	82	53	0.277027027027027	0.194139194139194	0.0261906667710037	0.023220287576298	0.0104094393402787	0.00225461720261736	0.00938436867679214	"NA"	NA
"ACOT7"	0.486236063005057	0.816338964603177	0.33010290159812	296	273	44	62	0.148648648648649	0.227106227106227	0.0218080646553506	0.0178319604679651	0.013567075262917	0.00225642735220326	0.00938908249047068	"NA"	NA
"HCFC1"	0.526098009805473	0.789282929600774	0.263184919795301	296	273	53	72	0.179054054054054	0.263736263736264	0.0194872759042641	0.0152935872275113	0.0158211321569169	0.00225671308577135	0.00938908249047068	"NA"	NA
"MFSD8"	0.48425675512761	0.284792384165906	-0.199464370961704	296	273	42	21	0.141891891891892	0.0769230769230769	0.0196110472481028	0.0158071809925868	0.0154101209026302	0.00227026940844442	0.00944346805578289	"NA"	NA
"FAM192A"	1.7788114821303	1.29891947919084	-0.479892002939461	296	273	137	100	0.462837837837838	0.366300366300366	0.0245415191636213	0.0216321110057923	0.0112805097430811	0.00227385220122284	0.00945635312699715	"NA"	NA
"IFNAR2"	0.256824593883967	0.450831080365361	0.194006486481394	296	273	20	35	0.0675675675675676	0.128205128205128	0.0212517440488616	0.0158464667475906	0.0154059580214845	0.00227475689154525	0.00945809755332766	"NA"	NA
